"TERM DESCRIPTION","TERM","SESSION","SESSION DESCRIPTION","DEPARTMENT","SUBJECT","COURSE","CLASS/SECTION NBR","COURSE DESCRIPTION","INSTRUCTOR NAME","GPA GRADES","TOTAL GRADES","AVG SECT GPA","AVG STDNT CUM GPA","PERCENT MAJORS","A%","B%","C%","D%","OTHER GRADES","A+","A","A-","B+","B","B-","C+","C","C-","D+","D","D-","F","W","WX","I","R","P","S","NY","NR","NC","OTHER","EFFECTIVE DATE",
"Fall 2013","4138","1","Regular Academic Session","AAAD","AAAD-A","295","12882","SURVEY OF HIP HOP","Orejuela,Fernando","84","98","3.075","2.948","1.1","33.3","47.6","15.5","0.0","17","5","11","12","15","20","5","4","8","1","0","0","0","3","7","7","0","0","0","0","0","0","0","0","1/24/2014",
"Fall 2013","4138","1","Regular Academic Session","AAAD","AAAD-A","297","34129","POPULAR MUSIC OF BLACK AMERICA","Maultsby,Portia K.","16","26","2.319","2.509","0","18.8","25.0","37.5","12.5","11","1","0","2","2","2","0","1","2","3","0","1","1","1","5","5","0","0","0","0","0","0","0","0","1/24/2014",
"Fall 2013","4138","1","Regular Academic Session","AAAD","AAAD-A","352","33429","AFRI AM ART II:AFRI AM ARTISTS","Wolfskill,Phoebe","7","11","2.157","2.215","0","0.0","57.1","28.6","0.0","5","0","0","0","0","1","3","0","2","0","0","0","0","1","3","1","0","0","0","0","0","0","0","0","1/24/2014",
"Fall 2013","4138","1","Regular Academic Session","AAAD","AAAD-A","355","6217","AFRICAN-AMERICAN HISTORY I","Williams,Vernon","50","56","3.308","2.883","9.8","44.0","42.0","12.0","0.0","7","3","14","5","12","7","2","3","3","0","0","0","0","1","1","5","0","0","0","0","0","0","0","0","1/24/2014",
"Fall 2013","4138","1","Regular Academic Session","AAAD","AAAD-A","379","6218","EARLY BLACK AMERICAN WRITING","McElroy,Frederick L.","43","47","3.53","2.94","8.9","58.1","39.5","2.3","0.0","4","1","6","18","13","4","0","1","0","0","0","0","0","0","1","2","1","0","0","0","0","0","0","0","1/24/2014",
"Fall 2013","4138","1","Regular Academic Session","AAAD","AAAD-A","393","10909","HISTORY OF JAZZ","Wallace,Wayne Lee","28","36","2.054","2.832","3.2","7.1","32.1","35.7","14.3","11","0","1","1","1","2","6","2","7","1","1","2","1","3","3","5","0","0","0","0","0","0","0","0","1/24/2014",
"Fall 2013","4138","8W2","Eight Week - Second","AAAD","AAAD-A","398","34186","ADV TPCS IN SOCIAL&HIST AAADS","Williams,Jakobi","18","23","3.044","2.875","10","55.6","22.2","11.1","0.0","7","0","2","8","3","1","0","1","1","0","0","0","0","2","2","3","0","0","0","0","0","0","0","0","1/24/2014",
"Fall 2013","4138","1","Regular Academic Session","AAAD","AAAD-A","399","32771","ADV TPCS ARTS&HUMANITIES AAADS","Wester,Maisha","3","7","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","1/24/2014",
"Fall 2013","4138","1","Regular Academic Session","AAAD","AAAD-A","405","10012","CIV RHTS/BLACK POW MVMNT 54-74","Williams,Vernon","17","19","3.329","2.875","11.8","47.1","35.3","17.6","0.0","2","2","5","1","3","2","1","1","2","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","1/24/2014",
"Fall 2013","4138","8W2","Eight Week - Second","AAAD","AAAD-A","407","37307","AFRICAN AMER&AFR PROTEST STRAT","Stanfield,John H.","2","17","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","1/24/2014",
"Fall 2013","4138","8W2","Eight Week - Second","AAAD","AAAD-A","480","33287","THE BLACK NOVEL","Wester,Maisha","14","30","2.021","2.58","0","7.1","35.7","21.4","21.4","18","0","1","0","1","3","1","2","0","1","0","3","0","2","5","11","0","0","0","0","0","0","0","0","1/24/2014",
"Fall 2013","4138","1","Regular Academic Session","AAAD","AAAD-A","486","37158","INTERNSHIP IN AAADS","Grim,Valerie","0","1","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","1/24/2014",
"Fall 2013","4138","1","Regular Academic Session","AAAD","AAAD-A","493","6220","SENIOR SEMINAR IN AAADS","McElroy,Frederick L.","8","8","3.713","2.941","50","75.0","25.0","0.0","0.0","0","0","3","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1/24/2014",
"Fall 2013","4138","1","Regular Academic Session","AAAD","AAAD-A","495","6224","INDIV READ IN AFR AMER STUDIES","Grim,Valerie","1","2","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","1/24/2014",
"Fall 2013","4138","1","Regular Academic Session","AAAD","AAAD-A","500","32772","INTR AFRC AM&AFRC DIASP PART I","Grim,Valerie","2","2","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","1/24/2014",
"Fall 2013","4138","1","Regular Academic Session","AAAD","AAAD-A","579","8994","EARLY BLACK AMERICAN WRITING","McElroy,Frederick L.","2","3","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","1/24/2014",
"Fall 2013","4138","1","Regular Academic Session","AAAD","AAAD-A","599","12398","MA THESIS RESEARCH","Grim,Valerie","0","1","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","1/24/2014",
"Fall 2013","4138","1","Regular Academic Session","AAAD","AAAD-A","669","6232","INDEP PROJ BLACK SOCIAL ISSUES","Grim,Valerie","1","1","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","1/24/2014",
"Fall 2013","4138","8W2","Eight Week - Second","AAAD","AAAD-A","680","34376","THE BLACK NOVEL","Wester,Maisha","2","3","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","1/24/2014",
"Fall 2013","4138","1","Regular Academic Session","AAAD","AAAD-A","689","6234","INDEP. PROG. IN BLK LITERATURE","Grim,Valerie","2","2","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","1/24/2014",
"Fall 2013","4138","1","Regular Academic Session","AAAD","AAAD-A","690","29120","CORE RDGS IN AFRO-AMER STUDIES","Williams,Jakobi","1","1","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","1/24/2014",
"Fall 2013","4138","1","Regular Academic Session","AAAD","AAAD-A","899","11790","PHD DISSERTATION RESEARCH","Grim,Valerie","0","7","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","1/24/2014",
"Fall 2013","4138","1","Regular Academic Session","AAAD","AAAD-G","599","10013","THESIS RESEARCH","Grim,Valerie","0","1","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","1/24/2014",
"Fall 2013","4138","1","Regular Academic Session","AAAD","AAAD-G","901","11791","ADVANCED RESEARCH","Grim,Valerie","0","1","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","1/24/2014",
"Fall 2013","4138","1","Regular Academic Session","AADM","AADM-Y","500","11647","TOPICS IN ARTS ADMINISTRATION","Wilkerson,Michael Neil","46","47","3.826","3.824","87","89.1","10.9","0.0","0.0","1","0","28","13","3","2","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1/24/2014",
"Fall 2013","4138","1","Regular Academic Session","AADM","AADM-Y","500","12082","TOPICS IN ARTS ADMINISTRATION","McClelland,Danielle Rae","1","4","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","1/24/2014",
"Fall 2013","4138","1","Regular Academic Session","AADM","AADM-Y","500","14013","TOPICS IN ARTS ADMINISTRATION","Preston,Corinne Teresa","7","7","3.829","3.912","28.6","100.0","0.0","0.0","0.0","0","0","3","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1/24/2014",
"Fall 2013","4138","1","Regular Academic Session","AADM","AADM-Y","500","33072","TOPICS IN ARTS ADMINISTRATION","Woronkowicz,Joanna","19","20","3.884","3.822","78.9","94.7","5.3","0.0","0.0","1","5","10","3","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1/24/2014",
"Fall 2013","4138","1","Regular Academic Session","AADM","AADM-Y","511","5788","PERFORMING ARTS CENTER MGMT","Booher,Douglas D","54","55","3.846","3.847","72.7","85.2","14.8","0.0","0.0","1","2","35","9","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1/24/2014",
"Fall 2013","4138","1","Regular Academic Session","AADM","AADM-Y","525","8724","MUSEUM MANAGEMENT","Lewis,Frank","46","46","3.798","3.843","89.1","87.0","13.0","0.0","0.0","0","0","23","17","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1/24/2014",
"Fall 2013","4138","1","Regular Academic Session","AADM","AADM-Y","535","29128","ARTS ADMIN & CULTURAL SECTOR","Rushton,Michael","43","43","3.972","3.864","88.4","100.0","0.0","0.0","0.0","0","1","38","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1/24/2014",
"Fall 2013","4138","1","Regular Academic Session","AADM","AADM-Y","550","1002","PRACTICUM IN ARTS ADMIN","Rushton,Michael","0","7","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","1/24/2014",
"Fall 2013","4138","1","Regular Academic Session","AADM","AADM-Y","650","1003","SEMINAR IN ARTS ADMINISTRATION","Rushton,Michael","33","33","3.827","3.629","93.9","90.9","9.1","0.0","0.0","0","2","18","10","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1/24/2014",
"Fall 2013","4138","1","Regular Academic Session","AADM","AADM-Y","680","1004","READINGS IN ARTS ADMIN","Rushton,Michael","0","1","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","1/24/2014",
"Fall 2013","4138","1","Regular Academic Session","AADM","AADM-Y","690","1005","INDPT STUDY IN ARTS ADMIN","Rushton,Michael","1","1","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","1/24/2014",
"Fall 2013","4138","1","Regular Academic Session","AADM","AADM-Y","750","1006","INTERNSHIP IN ARTS ADMIN","Rushton,Michael","4","6","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","1/24/2014",
"Fall 2013","4138","1","Regular Academic Session","AAST","AAST-A","101","11134","INTR TO ASIAN AMERICAN STUDIES","Lee,Jennifer Catherine","33","40","2.827","2.921","0","33.3","24.2","33.3","9.1","7","0","7","4","2","4","2","4","6","1","2","1","0","0","2","5","0","0","0","0","0","0","0","0","1/24/2014",
"Fall 2013","4138","1","Regular Academic Session","ABEH","ABEH-A","495","6607","ANIMAL BEHAVIOR INTERNSHIP","Smith,G Troy","0","2","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","1/24/2014",
"Fall 2013","4138","1","Regular Academic Session","ABEH","ABEH-A","501","6026","SEM INTEG STDY OF ANM BEH","Ketterson,Ellen D.","0","1","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","1/24/2014",
"Fall 2013","4138","1","Regular Academic Session","ABEH","ABEH-A","502","12213","RSCH/PROF ETH IN BIO-BEH SCI","Ketterson,Ellen D.","0","7","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","1/24/2014",
"Fall 2013","4138","1","Regular Academic Session","AERO","AERO-A","101","1007","INTRO TO THE AIR FORCE TODAY","Turner,Jason M.","26","37","3.465","2.82","0","73.1","11.5","7.7","7.7","11","9","6","4","2","0","1","0","2","0","1","0","1","0","7","4","0","0","0","0","0","0","0","0","1/24/2014",
"Fall 2013","4138","1","Regular Academic Session","AERO","AERO-A","201","1011","EVOLUTION USAF AIR & SPACE PWR","Turner,Jason M.","16","19","3.481","2.921","0","62.5","31.3","0.0","6.3","3","6","1","3","3","1","1","0","0","0","0","1","0","0","3","0","0","0","0","0","0","0","0","0","1/24/2014",
"Fall 2013","4138","1","Regular Academic Session","AERO","AERO-A","301","1015","AIR FORCE LEADERSHIP STUDIES","Muerle,Derek","8","8","3.488","3.296","0","50.0","37.5","12.5","0.0","0","0","3","1","3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1/24/2014",
"Fall 2013","4138","1","Regular Academic Session","AERO","AERO-A","401","1018","NATL SEC AFFRS/PREP ACTV DUTY","Turner,Jason M.","11","11","3.691","3.324","0","72.7","18.2","9.1","0.0","0","4","4","0","1","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1/24/2014",
"Fall 2013","4138","1","Regular Academic Session","AFRI","AFRI-A","500","9992","ADV TOPICS IN AFRICAN STUDIES","Obeng,Samuel Gyasi","3","4","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","1/24/2014",
"Fall 2013","4138","1","Regular Academic Session","AFRI","AFRI-A","651","7387","IND RESEARCH/DIRECTED READINGS","Obeng,Samuel Gyasi","0","7","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","1/24/2014",
"Fall 2013","4138","1","Regular Academic Session","AFRI","AFRI-A","731","7388","SEMINAR ON CONTEMPORARY AFRICA","MacLean,Lauren Mathews Morris","4","5","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","1/24/2014",
"Fall 2013","4138","1","Regular Academic Session","AFRI","AFRI-L","100","11838","TOPICS IN AFRI SOCIETY&CULTURE","Diouf,Fabienne Ngone","33","51","3.455","2.717","0","57.6","36.4","3.0","0.0","19","0","9","10","10","1","1","1","0","0","0","0","0","1","1","17","0","0","0","0","0","0","0","0","1/24/2014",
"Fall 2013","4138","8W2","Eight Week - Second","AFRI","AFRI-L","100","12101","TOPICS IN AFRI SOCIETY&CULTURE","Adu-Amankwah,David","59","91","3.108","2.622","0","27.1","62.7","5.1","5.1","32","0","5","11","14","20","3","0","3","0","0","1","2","0","0","32","0","0","0","0","0","0","0","0","1/24/2014",
"Fall 2013","4138","1","Regular Academic Session","AFRI","AFRI-L","100","12214","TOPICS IN AFRI SOCIETY&CULTURE","Sow,Amadou Beidy","50","62","3.668","2.905","0","68.0","32.0","0.0","0.0","12","5","11","18","16","0","0","0","0","0","0","0","0","0","0","11","1","0","0","0","0","0","0","0","1/24/2014",
"Fall 2013","4138","1","Regular Academic Session","AFRI","AFRI-L","100","9991","TOPICS IN AFRI SOCIETY&CULTURE","Dlamini,Betty Sibongile","103","113","3.904","2.977","0","94.2","4.9","0.0","0.0","11","50","43","4","2","2","1","0","0","0","0","0","0","1","1","9","0","0","0","0","0","0","0","0","1/24/2014",
"Fall 2013","4138","8W2","Eight Week - Second","AFRI","AFRI-L","202","14021","OCCULTISM IN AFRICA","Adu-Amankwah,David","63","80","3.351","3.01","0","46.0","46.0","6.3","1.6","17","0","16","13","14","11","4","0","4","0","0","1","0","0","1","16","0","0","0","0","0","0","0","0","1/24/2014",
"Fall 2013","4138","1","Regular Academic Session","AFRI","AFRI-L","232","8503","CONTEMPORARY AFRICA","Dibaba,Assefa Tefera","18","44","3.817","2.946","0","83.3","16.7","0.0","0.0","26","5","10","0","0","2","1","0","0","0","0","0","0","0","11","15","0","0","0","0","0","0","0","0","1/24/2014",
"Fall 2013","4138","8W2","Eight Week - Second","AFRI","AFRI-L","400","29730","TOPICS IN AFRICAN STUDIES","Dlamini,Betty Sibongile","157","184","3.794","2.917","0","88.5","8.9","0.6","0.6","29","45","68","26","9","4","1","0","1","0","0","1","0","2","1","26","0","0","0","0","0","0","0","0","1/24/2014",
"Fall 2013","4138","NON","Non Standard Session","AMID","AMID-C","480","33344","SPEC PRBLMS:COMPREHENSV DESIGN","Lair,Kevin Stanley","3","4","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","1/24/2014",
"Fall 2013","4138","NON","Non Standard Session","AMID","AMID-C","480","33345","SPEC PRBLMS:COMPREHENSV DESIGN","Lair,Kevin Stanley","4","5","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","1/24/2014",
"Fall 2013","4138","NON","Non Standard Session","AMID","AMID-C","480","33346","SPEC PRBLMS:COMPREHENSV DESIGN","Lair,Kevin Stanley","9","11","3.333","3.137","10","66.7","22.2","0.0","0.0","3","1","3","2","2","0","0","0","0","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","1/24/2014",
"Fall 2013","4138","NON","Non Standard Session","AMID","AMID-C","580","33355","GRAD TOPICS:COMPREHENSV DESIGN","Lair,Kevin Stanley","2","2","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","1/24/2014",
"Fall 2013","4138","NON","Non Standard Session","AMID","AMID-C","580","33356","GRAD TOPICS:COMPREHENSV DESIGN","Lair,Kevin Stanley","0","1","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","1/24/2014",
"Fall 2013","4138","NON","Non Standard Session","AMID","AMID-C","580","33357","GRAD TOPICS:COMPREHENSV DESIGN","Lair,Kevin Stanley","1","1","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","1/24/2014",
"Fall 2013","4138","1","Regular Academic Session","AMID","AMID-D","168","1022","INTERIOR DESIGN STUDIO 1","Young,Barbara Lynne","24","37","2.975","2.895","21.4","41.7","37.5","8.3","4.2","15","1","7","2","3","3","3","1","0","1","0","1","0","2","4","9","0","0","0","0","0","0","0","0","1/24/2014",
"Fall 2013","4138","1","Regular Academic Session","AMID","AMID-D","191","9083","DESIGN STUDIES:FORM & FUNCTION","Smith,Kennon Michelle","20","31","3.585","3.169","33.3","65.0","30.0","5.0","0.0","11","0","9","4","3","2","1","1","0","0","0","0","0","0","4","7","0","0","0","0","0","0","0","0","1/24/2014",
"Fall 2013","4138","1","Regular Academic Session","AMID","AMID-D","264","13228","DIGITAL ARCHITECTURAL DRAWING","Santarossa,Allison Marie","12","12","2.842","2.806","58.3","25.0","41.7","33.3","0.0","0","0","2","1","1","3","1","0","2","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1/24/2014",
"Fall 2013","4138","1","Regular Academic Session","AMID","AMID-D","268","12886","ARCH THEORIES AND CONCEPTS","Mitchell,C. Thomas","9","13","2.367","2.813","60","22.2","22.2","33.3","11.1","5","0","1","1","2","0","0","2","0","1","0","0","1","1","1","3","0","0","0","0","0","0","0","0","1/24/2014",
"Fall 2013","4138","1","Regular Academic Session","AMID","AMID-D","268","7618","ARCH THEORIES AND CONCEPTS","Mitchell,C. Thomas","17","20","2.947","3.101","82.4","47.1","17.6","29.4","0.0","4","0","6","2","1","2","0","1","1","3","0","0","0","1","0","3","0","0","0","0","0","0","0","0","1/24/2014",
"Fall 2013","4138","1","Regular Academic Session","AMID","AMID-D","271","1026","INTERIOR DESIGN STUDIO 2","Newman,Marleen","27","31","3.581","2.995","75","66.7","25.9","7.4","0.0","4","0","13","5","4","3","0","0","2","0","0","0","0","0","1","3","0","0","0","0","0","0","0","0","1/24/2014",
"Fall 2013","4138","8W2","Eight Week - Second","AMID","AMID-D","335","1030","LIGHTING INTERIOR SPACES 1","Shakespeare,Marie D","26","26","3.481","3.192","96.2","53.8","46.2","0.0","0.0","0","0","7","7","4","6","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1/24/2014",
"Fall 2013","4138","1","Regular Academic Session","AMID","AMID-D","365","8700","ARCH, INT & FURN DSGN STUDIES","Smith,Kennon Michelle","26","26","3.858","3.192","96.2","92.3","3.8","0.0","3.8","0","1","22","1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1/24/2014",
