"TERM DESCRIPTION","TERM","SESSION","SESSION DESCRIPTION","DEPARTMENT","SUBJECT","COURSE","CLASS/SECTION NBR","COURSE DESCRIPTION","INSTRUCTOR NAME","GPA GRADES","TOTAL GRADES","AVG SECT GPA","AVG STDNT CUM GPA","PERCENT MAJORS","A%","B%","C%","D%","OTHER GRADES","A+","A","A-","B+","B","B-","C+","C","C-","D+","D","D-","F","W","WX","I","R","P","S","NY","NR","NC","OTHER","EFFECTIVE DATE",
"Spring 2011","4112","","","AAAD","AAAD-A","278","28077","CONTEMPORARY BLACK FILM","Wall,David Clifford","31","39","2.968","3.017","9.7","19.4","58.1","22.6","0.0","8","1","3","2","7","3","8","4","2","1","0","0","0","0","0","8","0","0","0","0","0","0","0","0","06-10-2011",
"Spring 2011","4112","","","AAAD","AAAD-A","295","15797","SURVEY OF HIP HOP","Orejuela,Fernando","74","91","2.546","2.945","1.3","14.9","47.3","18.9","16.2","19","1","5","5","10","15","10","6","2","6","3","9","0","2","3","11","0","0","3","0","0","0","0","0","06-10-2011",
"Spring 2011","4112","","","AAAD","AAAD-A","298","28079","SPEC TPCS SOC&HIST FOR AAADS","Seigel,Micol","13","21","3.515","2.928","13.3","76.9","15.4","0.0","0.0","9","0","8","2","1","1","0","0","0","0","0","0","0","1","1","6","1","0","0","0","0","0","0","0","06-10-2011",
"Spring 2011","4112","","","AAAD","AAAD-A","299","28080","SPEC TPC ARTS&HUMANITIES AAADS","Guterl,Matthew T","25","32","3.232","2.819","0.0","56.0","28.0","8.0","4.0","8","1","5","8","5","1","1","1","0","1","0","1","0","1","2","4","1","0","0","0","0","0","0","0","06-10-2011",
"Spring 2011","4112","","","AAAD","AAAD-A","350","31008","BLACK ATLANTIC","Assensoh,Akwasi B.","33","39","3.470","2.781","5.9","42.4","57.6","0.0","0.0","6","3","7","4","9","10","0","0","0","0","0","0","0","0","1","5","0","0","0","0","0","0","0","0","06-10-2011",
"Spring 2011","4112","","","AAAD","AAAD-A","352","17457","AFRI AM ART II:AFRI AM ARTISTS","Wolfskill,Phoebe","15","17","3.067","2.854","20.0","20.0","66.7","13.3","0.0","2","0","2","1","2","5","3","2","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","06-10-2011",
"Spring 2011","4112","","","AAAD","AAAD-A","356","11575","AFRICAN-AMERICAN HISTORY II","Craig,Byron B","46","52","3.533","2.862","14.9","69.6","26.1","0.0","0.0","8","4","17","11","7","4","1","0","0","0","0","0","0","2","1","5","0","0","0","0","0","0","0","0","06-10-2011",
"Spring 2011","4112","","","AAAD","AAAD-A","380","15037","CONTEMP BLACK AMER WRITING","McElroy,Frederick L.","21","26","3.533","2.805","12.0","61.9","38.1","0.0","0.0","5","2","2","9","5","1","2","0","0","0","0","0","0","0","0","1","4","0","0","0","0","0","0","0","06-10-2011",
"Spring 2011","4112","","","AAAD","AAAD-A","395","30949","CONTEMPORARY JAZZ & SOUL MUSIC","Baker,David N.","31","36","2.990","2.766","2.9","38.7","32.3","29.0","0.0","5","2","4","6","3","3","4","1","3","5","0","0","0","0","3","2","0","0","0","0","0","0","0","0","06-10-2011",
"Spring 2011","4112","","","AAAD","AAAD-A","398","18606","ADV TPCS IN SOCIAL&HIST AAADS","Williams,Vernon","31","39","3.026","2.892","9.1","45.2","29.0","19.4","0.0","10","2","9","3","4","3","2","1","1","4","0","0","0","2","2","6","0","0","0","0","0","0","0","0","06-10-2011",
"Spring 2011","4112","","","AAAD","AAAD-A","398","28081","ADV TPCS IN SOCIAL&HIST AAADS","Selka,Stephen","9","12","3.444","2.845","8.3","55.6","33.3","11.1","0.0","3","0","3","2","2","0","1","1","0","0","0","0","0","0","2","0","0","0","1","0","0","0","0","0","06-10-2011",
"Spring 2011","4112","","","AAAD","AAAD-A","399","14686","ADV TPCS ARTS&HUMANITIES AAADS","Rosa,Iris","23","30","3.652","2.770","8.0","78.3","17.4","0.0","0.0","8","6","9","3","3","1","0","0","0","0","0","0","0","1","1","5","0","0","1","0","0","0","0","0","06-10-2011",
"Spring 2011","4112","","","AAAD","AAAD-A","399","30959","ADV TPCS ARTS&HUMANITIES AAADS","Wolfskill,Phoebe","2","4","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-10-2011",
"Spring 2011","4112","","","AAAD","AAAD-A","399","32407","ADV TPCS ARTS&HUMANITIES AAADS","McCluskey,Audrey T.","36","45","2.783","2.643","4.9","25.0","55.6","8.3","0.0","13","0","4","5","4","9","7","2","1","0","0","0","0","4","3","4","0","0","2","0","0","0","0","0","06-10-2011",
"Spring 2011","4112","","","AAAD","AAAD-A","399","32460","ADV TPCS ARTS&HUMANITIES AAADS","Johnson,Sylvester","7","16","1.400","2.656","18.2","14.3","28.6","0.0","14.3","12","0","0","1","0","0","2","0","0","0","0","0","1","3","4","5","0","0","0","0","0","0","0","0","06-10-2011",
"Spring 2011","4112","","","AAAD","AAAD-A","400","35182","TOPICS IN AFRICAN AMER STUDIES","Martin,Michael T","14","14","2.636","2.421","0.0","21.4","42.9","28.6","7.1","0","0","1","2","0","2","4","1","1","2","0","1","0","0","0","0","0","0","0","0","0","0","0","0","06-10-2011",
"Spring 2011","4112","","","AAAD","AAAD-A","407","32261","AFRICAN AMER&AFR PROTEST STRAT","Stanfield,John H.","28","38","2.661","2.828","2.9","46.4","21.4","10.7","0.0","16","3","6","4","2","3","1","0","1","2","0","0","0","6","6","4","0","0","0","0","0","0","0","0","06-10-2011",
"Spring 2011","4112","","","AAAD","AAAD-A","425","32639","BL FAM IN RURAL AM 1900-1970","Grim,Valerie","11","12","2.455","2.270","0.0","36.4","18.2","18.2","9.1","3","0","1","3","2","0","0","1","1","0","0","1","0","2","0","1","0","0","0","0","0","0","0","0","06-10-2011",
"Spring 2011","4112","","","AAAD","AAAD-A","480","32689","THE BLACK NOVEL","Drieling,Claudia","9","11","3.156","2.719","11.1","66.7","11.1","11.1","0.0","3","2","2","2","0","1","0","0","1","0","0","0","0","1","0","2","0","0","0","0","0","0","0","0","06-10-2011",
"Spring 2011","4112","","","AAAD","AAAD-A","481","14171","RACISM AND THE LAW","Motley,Frank","15","22","3.213","2.832","15.0","33.3","46.7","20.0","0.0","7","3","2","0","3","2","2","3","0","0","0","0","0","0","4","2","1","0","0","0","0","0","0","0","06-10-2011",
"Spring 2011","4112","","","AAAD","AAAD-A","486","11559","INTERNSHIP IN AAADS","Grim,Valerie","1","1","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-10-2011",
"Spring 2011","4112","","","AAAD","AAAD-A","495","11560","INDIV READ IN AFR AMER STUDIES","Grim,Valerie","4","6","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-10-2011",
"Spring 2011","4112","","","AAAD","AAAD-A","495","11561","INDIV READ IN AFR AMER STUDIES","Grim,Valerie","1","1","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-10-2011",
"Spring 2011","4112","","","AAAD","AAAD-A","496","30856","BLACK RELIGIOUS MUSIC","Burnim,Mellonee Victoria","6","7","2.167","2.384","28.6","16.7","16.7","50.0","0.0","2","0","0","1","0","1","0","2","0","1","0","0","0","1","1","0","0","0","0","0","0","0","0","0","06-10-2011",
"Spring 2011","4112","","","AAAD","AAAD-A","542","32263","POSTCOLONL METROPOLITN CINEMAS","Martin,Michael T","0","1","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-10-2011",
"Spring 2011","4112","","","AAAD","AAAD-A","557","17456","RACE&POLITICS-AFRICAN DIASPORA","Williams,Vernon","5","5","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-10-2011",
"Spring 2011","4112","","","AAAD","AAAD-A","580","15035","CONTEMPORARY BLK AMER WRITING","McElroy,Frederick L.","1","2","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-10-2011",
"Spring 2011","4112","","","AAAD","AAAD-A","594","30619","ISSUES IN AFRICAN AMERICAN MUS","Maultsby,Portia K.","1","2","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-10-2011",
"Spring 2011","4112","","","AAAD","AAAD-A","606","28085","RACE AND GLOBAL CITY, PART II","McElroy,Frederick L.","10","10","3.900","3.768","100.0","90.0","10.0","0.0","0.0","0","0","8","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-10-2011",
"Spring 2011","4112","","","AAAD","AAAD-A","669","11571","INDEP PROJ BLACK SOCIAL ISSUES","Grim,Valerie","2","3","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-10-2011",
"Spring 2011","4112","","","AAAD","AAAD-A","680","32690","THE BLACK NOVEL","Drieling,Claudia","0","2","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-10-2011",
"Spring 2011","4112","","","AAAD","AAAD-A","697","18528","SPECIAL TOPICS IN AAADS","Grim,Valerie","1","2","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-10-2011",
"Spring 2011","4112","","","AAAD","AAAD-A","697","30855","SPECIAL TOPICS IN AAADS","Bowdre,Karen Michelle","1","3","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-10-2011",
"Spring 2011","4112","","","AAAD","AAAD-A","697","30957","SPECIAL TOPICS IN AAADS","Calloway-Thomas,Carolyn","1","1","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-10-2011",
"Spring 2011","4112","","","AAAD","AAAD-A","697","32115","SPECIAL TOPICS IN AAADS","Bailey,Marlon M","1","2","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-10-2011",
"Spring 2011","4112","","","AAAD","AAAD-A","698","11573","FIELD STUDY SEMINAR","Grim,Valerie","2","3","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-10-2011",
"Spring 2011","4112","","","AAAD","AAAD-A","899","35404","PHD DISSERTATION RESEARCH","Grim,Valerie","0","1","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-10-2011",
"Spring 2011","4112","","","AAAD","AAAD-G","599","18469","THESIS RESEARCH","Grim,Valerie","0","1","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-10-2011",
"Spring 2011","4112","","","AADM","AADM-Y","412","15772","OPERA MANAGEMENT","Hunt,Christopher","16","19","3.119","3.638","18.8","25.0","68.8","0.0","0.0","4","1","2","1","6","3","2","0","0","0","0","0","0","1","0","3","0","0","0","0","0","0","0","0","06-10-2011",
"Spring 2011","4112","","","AADM","AADM-Y","500","16367","TOPICS IN ARTS ADMINISTRATION","Payne,Christopher J","18","18","4.000","3.707","88.9","100.0","0.0","0.0","0.0","0","0","18","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-10-2011",
"Spring 2011","4112","","","AADM","AADM-Y","500","31138","TOPICS IN ARTS ADMINISTRATION","Shang,Jen","30","30","3.877","3.717","86.7","86.7","13.3","0.0","0.0","0","12","12","2","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-10-2011",
"Spring 2011","4112","","","AADM","AADM-Y","505","14137","PROGRAMMNG THE PERFORMING ARTS","Hunt,Christopher","4","4","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-10-2011",
"Spring 2011","4112","","","AADM","AADM-Y","530","12982","AUDIENCE DEV & MRKTG THE ARTS","Michaelsen,Miah Frazer","35","35","3.831","3.695","77.1","94.3","5.7","0.0","0.0","0","3","18","12","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-10-2011",
"Spring 2011","4112","","","AADM","AADM-Y","550","5926","PRACTICUM IN ARTS ADMIN","Rushton,Michael","0","7","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-10-2011",
"Spring 2011","4112","","","AADM","AADM-Y","750","5928","INTERNSHIP IN ARTS ADMIN","Rushton,Michael","4","7","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-10-2011",
"Spring 2011","4112","","","AAST","AAST-A","200","32631","ASIAN AMERICAN LITERATURE","Jin,Ju Young","22","30","2.377","2.625","0.0","22.7","45.5","4.5","0.0","14","0","3","2","4","4","2","1","0","0","0","0","0","6","3","5","0","0","0","0","0","0","0","0","06-10-2011",
"Spring 2011","4112","","","AAST","AAST-A","201","30326","ASIAN DIASPORA EXPERIENCE","Dean,Debra Kang","5","12","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-10-2011",
"Spring 2011","4112","","","AAST","AAST-A","499","17614","CAPSTONE SEM-ASIAN AMR STUDIES","Halloran,Vivian","1","2","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-10-2011",
"Spring 2011","4112","","","ABEH","ABEH-A","495","12044","ANIMAL BEHAVIOR INTERNSHIP","Demas,Gregory","0","7","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-10-2011",
"Spring 2011","4112","","","ABEH","ABEH-A","501","5929","SEM INTEG STDY OF ANM BEH","Hackney,Jennifer","11","13","4.000","3.847","0.0","100.0","0.0","0.0","0.0","2","3","8","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","06-10-2011",
"Spring 2011","4112","","","AERO","AERO-A","102","5931","THE AIR FORCE TODAY II","Chentnik,Jerry","9","10","3.967","2.788","0.0","100.0","0.0","0.0","0.0","1","6","2","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","06-10-2011",
"Spring 2011","4112","","","AERO","AERO-A","102","5932","THE AIR FORCE TODAY II","Chentnik,Jerry","20","20","3.920","2.977","0.0","95.0","5.0","0.0","0.0","0","14","2","3","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-10-2011",
"Spring 2011","4112","","","AERO","AERO-A","202","5935","THE DEV OF AIR POWER II","Turner,Jason M.","7","9","3.700","3.053","0.0","57.1","42.9","0.0","0.0","2","1","3","0","3","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","06-10-2011",
"Spring 2011","4112","","","AERO","AERO-A","202","5936","THE DEV OF AIR POWER II","Turner,Jason M.","10","12","3.630","3.154","0.0","60.0","40.0","0.0","0.0","2","3","1","2","3","1","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","06-10-2011",
"Spring 2011","4112","","","AERO","AERO-A","302","5939","AIR FORCE MGMT & LEADERSHIP II","Chentnik,Jerry","16","16","3.944","3.182","0.0","100.0","0.0","0.0","0.0","0","8","5","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-10-2011",
"Spring 2011","4112","","","AERO","AERO-A","402","5943","NTL SEC FRC IN CONT AM SOC II","Turner,Jason M.","8","8","3.750","3.201","0.0","75.0","25.0","0.0","0.0","0","3","2","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-10-2011",
"Spring 2011","4112","","","AFRI","AFRI-A","650","13665","INTERDISCIPLINARY RESRCH MTHDS","Grosz-Ngate',Maria","10","10","3.800","3.783","40.0","80.0","20.0","0.0","0.0","0","0","7","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-10-2011",
"Spring 2011","4112","","","AFRI","AFRI-A","651","13450","IND RESEARCH/DIRECTED READINGS","Grosz-Ngate',Maria","2","6","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-10-2011",
"Spring 2011","4112","","","AFRI","AFRI-A","731","13666","SEMINAR ON CONTEMPORARY AFRICA","Clark,Gracia Courtright","6","9","3.400","3.250","42.9","66.7","16.7","16.7","0.0","3","1","2","1","0","0","1","0","1","0","0","0","0","0","0","2","0","0","0","0","0","0","1","0","06-10-2011",
"Spring 2011","4112","","","AFRI","AFRI-A","732","14916","BIBLIOG OF SUB-SAHARAN AFRICA","Frank Wilson,Marion","16","16","3.856","3.816","25.0","87.5","12.5","0.0","0.0","0","0","11","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","06-10-2011",
"Spring 2011","4112","","","AFRI","AFRI-L","100","18232","TOPICS IN AFRI SOCIETY&CULTURE","Dlamini,Betty Sibongile","79","96","3.819","3.055","0.0","93.7","2.5","0.0","0.0","20","37","36","1","0","2","0","0","0","0","0","0","0","3","2","12","0","0","3","0","0","0","0","0","06-10-2011",
"Spring 2011","4112","","","AFRI","AFRI-L","100","18573","TOPICS IN AFRI SOCIETY&CULTURE","Lekoba,Sindisiwe Sindy Lorraine","36","39","3.792","2.971","0.0","83.3","16.7","0.0","0.0","3","6","15","9","5","0","1","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","06-10-2011",
"Spring 2011","4112","","","AFRI","AFRI-L","100","30669","TOPICS IN AFRI SOCIETY&CULTURE","Diakite,Boubacar","42","46","3.543","2.764","0.0","71.4","23.8","0.0","0.0","6","0","18","12","8","2","0","0","0","0","0","0","0","2","0","2","1","0","1","0","0","0","0","0","06-10-2011",
"Spring 2011","4112","","","AFRI","AFRI-L","100","30933","TOPICS IN AFRI SOCIETY&CULTURE","Yaro,Abdou Salam","19","23","3.779","3.007","0.0","84.2","15.8","0.0","0.0","4","0","10","6","2","1","0","0","0","0","0","0","0","0","1","3","0","0","0","0","0","0","0","0","06-10-2011",
"Spring 2011","4112","","","AFRI","AFRI-L","100","31050","TOPICS IN AFRI SOCIETY&CULTURE","Essien,Hannah","31","34","3.432","2.671","0.0","74.2","16.1","0.0","0.0","6","2","15","6","4","1","0","0","0","0","0","0","0","3","1","1","1","0","0","0","0","0","0","0","06-10-2011",
"Spring 2011","4112","","","AFRI","AFRI-L","202","30670","OCCULTISM IN AFRICA","Adu-Amankwah,David","61","90","3.808","3.030","0.0","85.2","14.8","0.0","0.0","29","0","36","16","7","2","0","0","0","0","0","0","0","0","1","15","13","0","0","0","0","0","0","0","06-10-2011",
"Spring 2011","4112","","","AFRI","AFRI-L","402","27734","INTERNSHIP IN AFRICAN STUDIES","Grosz-Ngate',Maria","0","1","NR","NR","NR","NOT AVAILABLE - SMALL CLASS SIZE","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","NR","06-10-2011",
"Spring 2011","4112","","","AMID","AMID-D","168","5946","INTERIOR DESIGN STUDIO 1","Newman,Marleen","24","28","3.313","3.041","12.0","58.3","29.2","8.3","0.0","5","1","5","8","3","3","1","1","1","0","0","0","0","1","1","3","0","0","0","0","0","0","0","0","06-10-2011",
"Spring 2011","4112","","","AMID","AMID-D","191","17179","DESIGN STUDIES:FORM & FUNCTION","Mitchell,C. Thomas","23","33","3.435","3.115","25.9","56.5","43.5","0.0","0.0","10","0","3","10","3","4","3","0","0","0","0","0","0","0","4","6","0","0","0","0","0","0","0","0","06-10-2011",
"Spring 2011","4112","","","AMID","AMID-D","192","28089","SUSTAINABLE DESIGN","Smith,Kennon Michelle","23","27","3.696","3.238","76.0","82.6","17.4","0.0","0.0","4","0","9","10","1","2","1","0","0","0","0","0","0","0","0","2","1","0","1","0","0","0","0","0","06-10-2011",
"Spring 2011","4112","","","AMID","AMID-D","263","13832","DESIGN METHODS","Mitchell,C. Thomas","26","30","3.400","3.229","93.1","46.2","50.0","3.8","0.0","4","0","3","9","7","6","0","0","1","0","0","0","0","0","3","1","0","0","0","0","0","0","0","0","06-10-2011",
"Spring 2011","4112","","","AMID","AMID-D","272","5953","INTERIOR DESIGN STUDIO 3","Newman,Marleen","25","28","3.456","3.274","89.3","52.0","44.0","4.0","0.0","3","0","1","12","9","2","0","1","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","06-10-2011",
"Spring 2011","4112","","","AMID","AMID-D","277","14923","MTLS & COMPONENTS OF INT DES","Loalbo,Michael John","26","28","3.377","3.263","92.9","53.8","38.5","3.8","3.8","2","0","5","9","6","3","1","0","0","1","1","0","0","0","2","0","0","0","0","0","0","0","0","0","06-10-2011",
"Spring 2011","4112","","","AMID","AMID-D","290","28576","SPEC TOPICS IN INTERIOR DESIGN","Wu,Jiangmei","16","21","3.669","3.243","100.0","68.8","31.3","0.0","0.0","5","2","4","5","4","1","0","0","0","0","0","0","0","0","2","1","2","0","0","0","0","0","0","0","06-10-2011",
