name,tags,rmp_info,take_again
"Bayas, Ninfa",[],2.3,NA
"Kuriyama, Keiko","['Caring (1)', 'Lots of homework (1)']",4.8,NA
"Oakley, Martha","['Caring (1)', 'Lots of homework (1)', 'Tough grader (1)', 'Hilarious (1)', 'EXTRA CREDIT (1)']",4.5,NA
"Doty, Alexander",[],2.3,NA
"Fennewald, Tom",[],1.3,NA
,[],NA,NA
"Nordahl, Per",['Get ready to read (1)'],3.3,NA
"Goodrich, Tami",[],3.9,NA
"Lesh, Richard",[],2.8,NA
"Valenta, Greg","['Tough grader (1)', 'Lecture heavy (1)']",4.0,NA
"Elmer, Jonathan",[],4.3,NA
,[],NA,NA
"Macapagal, Kathryn",[],1.0,NA
"Jensen, Anna",[],2.8,NA
"Rahman, Faiz",[],2.2,NA
"Havercroft, Kathryn",[],4.5,NA
"Shaw, Jennifer",[],3.5,NA
"Schultz, Peggy",[],4.8,NA
"Perry, Josh","['Beware of pop quizzes (1)', 'Get ready to read (1)', 'Participation matters (1)']",4.7,NA
,[],NA,NA
"Robinson, Jennifer",[],3.3,NA
"Kearns, Daniel","['Amazing lectures (2)', 'Test heavy (1)', 'Hilarious (1)', 'Graded by few things (1)', 'Caring (1)', 'Clear grading criteria (1)']",4.6,NA
"Hodges, Elizabeth",[],3.8,NA
"Hill, Craig",[],NA,NA
"Kaul, Matthew",[],4.0,NA
,[],NA,NA
"Parks, Christopher","['Caring (4)', 'Lots of homework (4)', 'Accessible outside class (3)', 'EXTRA CREDIT (3)', 'Tough grader (2)', 'Test heavy (2)', 'Graded by few things (2)', 'Respected (2)', 'Lecture heavy (1)']",3.8,75%
"Lloyd, Elisabeth","['Get ready to read (6)', 'Beware of pop quizzes (5)', 'Lots of homework (3)', 'Respected (2)']",3.2,NA
"Stufflebeam, Amanda",[],2.3,NA
"Pei, Pei",[],NA,NA
"Johnsen, Sylvester",[],4.8,NA
,[],NA,NA
"Hatcher, Andrew",[],3.1,NA
"Vitti, Alicia","['Lots of homework (3)', 'Clear grading criteria (3)', 'Tough grader (1)', 'Gives good feedback (1)']",3.0,NA
"Lave, Rebecca","['Gives good feedback (2)', 'Respected (2)', 'Participation matters (1)', 'Tough grader (1)', 'So many papers (1)', 'Amazing lectures (1)', 'Get ready to read (1)', 'Caring (1)']",4.3,NA
"Clouser, Rebecca",[],5.0,NA
"Libine, Matvei",['Tough grader (1)'],2.3,NA
"Kilgore, Dewitt","['Gives good feedback (4)', 'Caring (2)', 'Inspirational (2)', 'Amazing lectures (2)', 'Accessible outside class (2)', 'Lecture heavy (2)', 'Participation matters (1)', 'Tough grader (1)', 'Test heavy (1)', 'Get ready to read (1)', 'Hilarious (1)']",3.9,NA
"Sklar, Pam","['So many papers (1)', 'Tough grader (1)', 'Lecture heavy (1)', 'Participation matters (1)']",2.6,NA
,[],NA,NA
"Samuel, Binny",[],4.5,NA
"Pun, Hubert",[],NA,NA
"Rauh, Michael","['Respected (1)', 'Amazing lectures (1)']",3.8,NA
"Frick, Heike",[],1.5,NA
"Kennedy, Janet",[],3.9,NA
,[],NA,NA
"Cook, Silas","['Amazing lectures (3)', 'Tough grader (3)', 'Graded by few things (3)', 'Beware of pop quizzes (2)', 'Test heavy (1)', 'Caring (1)', 'Inspirational (1)', 'Lecture heavy (1)']",3.5,NA
"Neal, Carter","['Lots of homework (1)', 'Group projects (1)', 'Tough grader (1)', 'Hilarious (1)', 'Gives good feedback (1)', 'Get ready to read (1)']",2.6,NA
"Rubens, Amy",[],4.6,NA
"Weinstein, Alexander",[],5.0,NA
"Myers, Kathleen",[],3.3,NA
,[],NA,NA
"Olsen, Peter",[],3.7,NA
"Hopson, Andrew",[],4.5,NA
"Marks, Herbert","['Tough grader (5)', 'Get ready to read (5)', 'Lecture heavy (3)', 'Beware of pop quizzes (3)', 'Respected (1)', 'Lots of homework (1)']",2.3,NA
"Fales, Nina",[],5.0,NA
"Sears, Richard",[],4.9,NA
"Reuveny, Rafael","['Lecture heavy (3)', 'Test heavy (3)', 'Tough grader (3)', 'Graded by few things (2)', 'Lots of homework (2)', 'Hilarious (1)']",1.3,NA
"Braverman, Lisa",[],4.8,NA
,[],NA,NA
"Vogelzang, Robin",[],NA,NA
"Owen, Sandra",[],4.2,NA
"Richter, Alexander",[],2.0,NA
"Failer, Judith","['Get ready to read (8)', 'Lecture heavy (5)', 'So many papers (5)', 'Tough grader (4)', 'Amazing lectures (4)', 'Caring (4)', 'Hilarious (3)', 'Inspirational (2)', 'Respected (2)', 'Lots of homework (2)', 'Gives good feedback (2)', 'Graded by few things (1)', 'Accessible outside class (1)', 'Test heavy (1)']",3.7,80%
"Sweaney, Erin","['Beware of pop quizzes (2)', 'Tough grader (2)', 'Lecture heavy (1)', 'Group projects (1)']",1.0,NA
,[],NA,NA
"Howard, Craig",[],5.0,NA
"Smith, Christi","['Lots of homework (1)', 'Tough grader (1)', 'Get ready to read (1)']",2.3,NA
"Oberlin, Kathleen",[],3.8,NA
"Anderson, Austin",[],4.0,NA
"Robertson, Megan",[],NA,NA
,[],NA,NA
"Gradman, Harry",[],NA,NA
"Aron, Zachary","['Tough grader (1)', 'Gives good feedback (1)']",1.8,NA
"French, Eric Michael",[],4.5,NA
"Edirisinghe, Varunadatta",[],NA,NA
"Adu-Amankwah, David","['Participation matters (2)', 'Gives good feedback (1)', 'Get ready to read (1)', 'Respected (1)', 'Inspirational (1)', 'Group projects (1)', 'Caring (1)']",3.5,NA
"Speicher, Allison",[],4.4,NA
"Uvsh, Battsooj",[],NA,NA
,[],NA,NA
"Deyoung, Greg",[],4.3,NA
"Bellisario, Kristen",[],2.5,NA
"Thomas, Byron",[],2.5,NA
"Oler, Andy",[],3.8,NA
"Lonich, Elise",[],5.0,NA
,[],NA,NA
"Kolpakov, Alecksey",[],2.2,NA
"Minetti, Alfredo","['Inspirational (1)', 'Respected (1)']",4.2,NA
"Kubiak, Teresa",[],NA,NA
"Robinson, James",[],NA,NA
"Kenney, Padraic","['Tough grader (1)', 'Respected (1)']",3.4,NA
,[],NA,NA
"Hack, David",[],4.0,NA
"Robinson, Elliot",[],3.0,NA
"Katz, Nets",[],2.8,NA
"MacPhail, Aiko","['Gives good feedback (3)', 'Caring (2)', 'Participation matters (1)', 'Tough grader (1)', 'Get ready to read (1)']",3.1,NA
"Molotiu, Andrei","['Lecture heavy (4)', 'Get ready to read (3)', 'Amazing lectures (3)', 'Participation matters (1)', 'Tough grader (1)', 'Test heavy (1)', 'Caring (1)', 'Hilarious (1)', 'Clear grading criteria (1)', 'Graded by few things (1)', 'So many papers (1)', 'Gives good feedback (1)']",2.0,NA
"DU, Junlin",[],NA,NA
"Herman, Adam",[],4.6,NA
,[],NA,NA
"Schusterbauer, Emily",[],4.5,NA
"Hedrickson, James",[],4.8,NA
"Morgan, Daniel",[],3.5,NA
"MacKie, Ken","['Clear grading criteria (1)', 'Get ready to read (1)', 'Respected (1)', 'Participation matters (1)']",4.3,NA
"Buckwalter, Neal","['Respected (1)', 'Lots of homework (1)', 'Clear grading criteria (1)', 'Caring (1)', 'Inspirational (1)']",4.7,NA
,[],NA,NA
"Campano, Gerald",[],5.0,NA
"Goff, Meghan",[],4.8,NA
"Cross, Dionne",[],4.0,NA
"Calvin, Brian",[],NA,NA
"Ibold, Hans",[],3.9,NA
,[],NA,NA
"Gwendolyn, Arnold",[],NA,NA
"Stevens, Phillip","['Beware of pop quizzes (3)', 'Tough grader (2)', 'Group projects (2)', 'Hilarious (1)', 'Accessible outside class (1)', 'Test heavy (1)', 'Participation matters (1)', 'Graded by few things (1)', 'Lecture heavy (1)']",3.6,60%
"Orton, Cassandra",[],NA,NA
"Roosevelt, Ron",[],4.5,NA
"Cartledge, David",['Lecture heavy (1)'],3.5,NA
"Krupnikov, Yanna",[],4.9,NA
"Sissenich, Beate",[],2.5,NA
,[],NA,NA
"Grollman, Eric Anthony",[],4.6,NA
"Langvardt, Kyle",[],3.5,NA
"Shull, Jonathan",[],NA,NA
"Gautam, Zubin",[],4.9,NA
"Chellew, Allison",[],5.0,NA
,[],NA,NA
"Gilbert, Christopher",[],5.0,NA
"Bowman, Sean",[],4.3,NA
"Oven, Sandra",[],NA,NA
"Harmon, Aaron",[],NA,NA
"Tomas, Sergio",[],NA,NA
,[],NA,NA
"Foston, Amia",[],4.8,NA
"Marshalek, Frank",[],4.7,NA
"Schneck, Debra",[],2.5,NA
"Prabhakar, Bipin",[],4.0,NA
"Bent, Tessa","['Accessible outside class (5)', 'Participation matters (4)', 'Caring (3)', 'Clear grading criteria (3)', 'Gives good feedback (2)', 'Amazing lectures (1)', 'Respected (1)', 'Hilarious (1)']",3.6,71%
"Doubleday, Alison French",[],5.0,NA
"Lebeau, David Arthur","['Caring (2)', 'Respected (1)', 'Inspirational (1)', 'Participation matters (1)']",4.8,NA
,[],NA,NA
"Bradshaw, Heather","['Respected (5)', 'Lots of homework (5)', 'Group projects (4)', 'Tough grader (4)', 'Caring (4)', 'EXTRA CREDIT (4)', 'Hilarious (3)', 'Participation matters (1)', 'Test heavy (1)', 'Gives good feedback (1)', 'Amazing lectures (1)', 'Get ready to read (1)', 'So many papers (1)', 'Clear grading criteria (1)']",4.1,64%
"Say, Ozan",[],4.8,NA
"Storey, James","['Gives good feedback (10)', 'Caring (6)', 'Inspirational (5)', 'Group projects (4)', 'Respected (4)', 'Accessible outside class (2)', 'Hilarious (2)', 'Clear grading criteria (1)', 'Tough grader (1)', 'Amazing lectures (1)', 'Participation matters (1)', 'Graded by few things (1)']",4.7,NA
"Peebles, Katie",[],2.1,NA
"Dayton, Kieth",[],NA,NA
,[],NA,NA
"Bhattacharya, Urmi",[],4.0,NA
"Klossner, Joanne",[],5.0,NA
"Wise, Lois",[],1.5,NA
"Diener, David",[],NA,NA
"Golan, Antonio","['Gives good feedback (1)', 'Tough grader (1)', 'Get ready to read (1)']",3.7,NA
,[],NA,NA
"Rossman, Margaret",[],3.5,NA
"Gordon-Zamora, Joshua",[],4.5,NA
"Ottum, Lisa",[],5.0,NA
"Vaness, Carol",[],NA,NA
"Hillier, Janet","['Inspirational (2)', 'Gives good feedback (2)', 'Participation matters (2)', 'Respected (2)', 'Group projects (1)', 'Tough grader (1)', 'Caring (1)']",4.2,NA
"French, Tom","['Tough grader (2)', 'Gives good feedback (2)', 'Inspirational (1)', 'Amazing lectures (1)', 'Caring (1)', 'Get ready to read (1)', 'Accessible outside class (1)']",3.6,NA
"Nelson-Laird, Tom",[],NA,NA
,[],NA,NA
"Threlkeld, James","['Get ready to read (1)', 'Beware of pop quizzes (1)']",2.2,NA
"Uselding, Paul",[],2.0,NA
"Reardon, Brigid",[],2.0,NA
"Hatch, Chris",[],5.0,NA
"Betsill, Daniel",[],NA,NA
,[],NA,NA
"Bartlette, Catalina",[],NA,NA
"Chen, Yang",[],NA,NA
"Robbins, Chris","['Hilarious (5)', 'Caring (3)', 'Clear grading criteria (3)', 'Respected (2)', 'Amazing lectures (2)', 'Get ready to read (1)', 'Accessible outside class (1)']",4.8,100%
"Walsh, Bryan",[],4.5,NA
"Thornhill, Chris",[],2.8,NA
,[],NA,NA
"Lafleur, Pat",[],3.0,NA
"Busemeyer, Jerome",[],3.0,NA
"Dauro, Michael",[],2.3,NA
"Kase, Teresa","['Beware of pop quizzes (1)', 'Tough grader (1)', 'Group projects (1)']",3.5,NA
"Lee, Karen",[],NA,NA
"McAlexander, Grace",[],3.5,NA
"Houser, Kevin",[],2.1,NA
,[],NA,NA
"Marks, Brian",[],4.3,NA
"Marsh, Tanya D.",[],3.5,NA
"Compano, Gerald",[],5.0,NA
"Sharpe, Leslie",[],1.8,NA
"Brower, Tom",[],3.7,NA
,[],NA,NA
"Blair, Heather","['Get ready to read (2)', 'Group projects (1)', 'Gives good feedback (1)']",4.3,NA
"Pessoa, Luiz",[],1.7,NA
"Hartman, Megan",[],NA,NA
"Rogers, Lane",[],2.6,NA
"Grazzini, Steven",[],4.5,NA
,[],NA,NA
"Umthun, Ruthie",[],NA,NA
"Cubero, Diego",[],NA,NA
"Bakker, Sara",[],4.5,NA
"Baker, Thomas",[],4.0,NA
"Rivas, Mariela",[],4.7,NA
"Rammell, Charlotte",[],3.3,NA
"Schmidt, Maria Kay","['Lots of homework (5)', 'Clear grading criteria (2)', 'Participation matters (2)', 'Gives good feedback (2)', 'Respected (1)', 'Accessible outside class (1)']",4.1,NA
,[],NA,NA
"Witte, Anna",[],4.5,NA
"Pilgrim, Kevin",[],4.0,NA
"Ramirez, Javier","['Respected (1)', 'Participation matters (1)', 'EXTRA CREDIT (1)']",4.0,NA
"Pines, Benjamin",[],3.8,NA
"Younis, Sana",[],NA,NA
,[],NA,NA
"Preston, Daniel","['Amazing lectures (6)', 'Participation matters (5)', 'Lecture heavy (4)', 'Tough grader (3)', 'Respected (3)', 'Inspirational (3)', 'Caring (2)', 'Clear grading criteria (1)', 'Get ready to read (1)', 'Gives good feedback (1)']",4.5,82%
"Cate, Beth","['Get ready to read (3)', 'Accessible outside class (3)', 'Caring (3)', 'Amazing lectures (2)', 'Respected (2)', 'Gives good feedback (1)', 'EXTRA CREDIT (1)', 'Participation matters (1)', 'Lecture heavy (1)']",4.5,100%
"Fry, Vickie","['Clear grading criteria (4)', 'Lots of homework (3)', 'Lecture heavy (2)', 'Caring (2)', 'Accessible outside class (2)', 'Participation matters (2)', 'Inspirational (1)', 'Respected (1)']",4.7,100%
"Wanjera, Fred",[],2.7,NA
"Herber, Julie",[],NA,NA
,[],NA,NA
"Dobson, James",[],3.9,NA
"Graban, Tarez",[],3.5,NA
"Larson, Catherine",[],4.2,NA
"O?donnell, Matthew D.",[],3.1,NA
"Peters, Jon","['Tough grader (2)', 'Lecture heavy (1)', 'Get ready to read (1)']",2.6,NA
"Evans, Gareth","['Get ready to read (7)', 'Tough grader (2)', 'Gives good feedback (1)', 'Participation matters (1)', 'Accessible outside class (1)', 'Lots of homework (1)', 'Clear grading criteria (1)', 'Graded by few things (1)']",3.0,NA
"Dragu, Ana","['Graded by few things (1)', 'Tough grader (1)']",1.5,NA
,[],NA,NA
"Willnat, Lars",[],3.5,NA
"Lucaites, John",[],2.6,NA
"Schoonmaker-Gates, Elena",[],4.8,NA
"Hessenthaler, Tony","['Clear grading criteria (2)', 'Participation matters (2)', 'Caring (2)', 'Respected (1)']",4.7,NA
"Haralam, Phil",[],5.0,NA
,[],NA,NA
"Knox, Eric","['Tough grader (2)', 'Caring (1)', 'Lecture heavy (1)', 'Clear grading criteria (1)', 'Get ready to read (1)']",4.1,NA
"Simpson, Marietta",[],4.5,NA
"Chopite, Berta",[],4.6,NA
"Marks, Brain",[],NA,NA
"Flammini, Alessandro","['Hilarious (2)', 'Accessible outside class (1)', 'Lots of homework (1)', 'Tough grader (1)']",3.7,NA
,[],NA,NA
"Harsh, Joe",[],5.0,NA
"Bendell, Bari","['Inspirational (1)', 'Amazing lectures (1)', 'Gives good feedback (1)']",3.8,NA
"Kunzman, Robert","['Get ready to read (2)', 'Caring (1)', 'Gives good feedback (1)', 'So many papers (1)', 'Participation matters (1)']",4.8,NA
"Beckwith, Christopher","['Caring (1)', 'Amazing lectures (1)', 'Inspirational (1)']",4.8,NA
"Kostakis, Andrew","['Tough grader (2)', 'Gives good feedback (2)', 'Lots of homework (1)']",4.5,NA
"Guerrettaz, Anne Marie",[],5.0,NA
"Goldman, Eitan",[],5.0,NA
,[],NA,NA
"Major, David","['Clear grading criteria (1)', 'Participation matters (1)', 'Tough grader (1)', 'Group projects (1)', 'Get ready to read (1)']",4.0,NA
"Merhortra, Ajay",[],5.0,NA
"Maddox, Jennifer",[],4.5,NA
"Taber, Kevin","['Caring (1)', 'EXTRA CREDIT (1)', 'Get ready to read (1)', 'Graded by few things (1)', 'Hilarious (1)']",4.4,NA
"Upadhyay, Samrat",[],3.5,NA
,[],NA,NA
"Raff, Rudolph","['Respected (1)', 'Tough grader (1)', 'Test heavy (1)', 'Hilarious (1)']",3.6,NA
"Stoffman, Noah","['Respected (1)', 'Get ready to read (1)', 'Hilarious (1)']",5.0,NA
"Ramos, Will","['Caring (1)', 'Amazing lectures (1)', 'Participation matters (1)', 'Respected (1)', 'Gives good feedback (1)', 'EXTRA CREDIT (1)']",4.3,NA
"Olivier, Kevin",[],1.9,NA
"Brown, Judith","['Inspirational (2)', 'Get ready to read (2)', 'Gives good feedback (1)']",4.4,NA
,[],NA,NA
"Baker, Judge John G.",[],3.1,NA
"McClain, Washington",[],4.5,NA
"Karyekar, Madhuvanti","['Caring (3)', 'Inspirational (1)', 'Get ready to read (1)', 'Lots of homework (1)', 'Gives good feedback (1)']",5.0,NA
"Weiner, Joan","['Beware of pop quizzes (1)', 'Tough grader (1)', 'Lots of homework (1)']",2.9,NA
"Park, Anita",[],NA,NA
"Valazza, Nicolas","['Get ready to read (1)', 'Lots of homework (1)']",4.0,NA
"McHugh, Douglas",[],4.6,NA
,[],NA,NA
"Seger, Charles",[],5.0,NA
"Qualls, Jason",[],4.8,NA
"Wohlwend, Karen",[],4.3,NA
"Medina, Carmen","['Respected (1)', 'Get ready to read (1)', 'Participation matters (1)']",4.8,NA
"Tayloe, Rex","['Clear grading criteria (1)', 'Tough grader (1)', 'Lots of homework (1)', 'Participation matters (1)']",4.0,NA
,[],NA,NA
"Villamayor Tomas, Sergio",[],NA,NA
"Hanek, Gregory","['Group projects (5)', 'Lecture heavy (4)', 'Get ready to read (1)']",2.0,NA
"Prieto, Anne","['Get ready to read (4)', 'Respected (2)', 'Clear grading criteria (1)', 'Tough grader (1)', 'Test heavy (1)', 'Gives good feedback (1)', 'EXTRA CREDIT (1)', 'Graded by few things (1)', 'Lecture heavy (1)', 'Hilarious (1)']",3.6,NA
"Lai, Cary",[],4.4,NA
"Tsai, Kevin",[],1.3,NA
,[],NA,NA
"Brownlee, Bonnie",[],4.5,NA
"Pinzon, Juanita",[],2.7,NA
"Hatteberg, Sarah",[],4.5,NA
"Clayton, Matthew",[],NA,NA
"Shabani, Amina","['Caring (4)', 'Gives good feedback (2)', 'Respected (2)', 'Inspirational (1)', 'Clear grading criteria (1)', 'Participation matters (1)', 'Accessible outside class (1)', 'EXTRA CREDIT (1)']",4.7,NA
"Bassett, Sarah","['Tough grader (7)', 'Lecture heavy (4)', 'Caring (4)', 'Respected (2)', 'Inspirational (2)', 'Participation matters (1)', 'Accessible outside class (1)', 'Get ready to read (1)', 'Test heavy (1)']",1.9,21%
"Onesti, Nina","['Clear grading criteria (7)', 'EXTRA CREDIT (6)', 'Lots of homework (6)', 'Respected (6)', 'Group projects (5)', 'Gives good feedback (5)', 'Hilarious (4)', 'Caring (3)', 'Lecture heavy (2)', 'Amazing lectures (1)', 'Participation matters (1)', 'Accessible outside class (1)']",3.8,73%
,[],NA,NA
"Churchill, John",[],4.0,NA
"Fisher, David","['Caring (1)', 'Lots of homework (1)']",3.8,NA
"McDougall, Heather",[],3.8,NA
"Lithio, Daniel","['Lots of homework (3)', 'Clear grading criteria (2)', 'Gives good feedback (1)', 'Tough grader (1)']",4.6,NA
"Walters, John","['Get ready to read (2)', 'Graded by few things (1)', 'Gives good feedback (1)']",3.5,NA
,[],NA,NA
"Sales, Bruce","['Lecture heavy (4)', 'Test heavy (3)', 'EXTRA CREDIT (3)', 'Get ready to read (3)', 'Graded by few things (3)', 'Clear grading criteria (2)', 'Tough grader (1)', 'Respected (1)', 'Beware of pop quizzes (1)', 'Gives good feedback (1)', 'Caring (1)', 'Lots of homework (1)']",3.2,83%
"Jin, Ju Young",[],2.7,NA
"Desensi, Victoria",[],5.0,NA
"Hart, David",[],2.4,NA
"Watters Flores, Stephanie",[],3.3,NA
,[],NA,NA
"Ransel, David",[],4.8,NA
"Smith, Jeffrey",[],NA,NA
"Kapadia, Apu",[],3.0,NA
"Mark, Kristen",[],4.4,NA
"Dingman, DI",[],NA,NA
"Moore, Thomas",[],3.7,NA
"Kovanda, Gregory",[],5.0,NA
,[],NA,NA
"Rathbun, Bob",[],4.9,NA
"McCormick, Kimberly",[],5.0,NA
"Patel, Deepam","['Respected (1)', 'Lots of homework (1)']",3.1,NA
"Holtkamp, Shayla","['Inspirational (4)', 'Respected (3)', 'Amazing lectures (2)', 'EXTRA CREDIT (2)', 'Gives good feedback (1)', 'Accessible outside class (1)', 'Clear grading criteria (1)', 'Test heavy (1)', 'Caring (1)']",4.7,NA
"Bishop, James",[],3.8,NA
,[],NA,NA
"Trauthnare, Amy",[],NA,NA
"Repsher, Matt",[],4.0,NA
"Boyce, Cary",[],NA,NA
"Need, Mark",[],NA,NA
"Ringquist, Evan",[],4.8,NA
,[],NA,NA
"Hughes, Cheryl","['Caring (3)', 'Gives good feedback (3)', 'Inspirational (2)', 'Participation matters (2)', 'Respected (2)', 'Hilarious (2)', 'Amazing lectures (1)', 'Lecture heavy (1)', 'Lots of homework (1)']",3.8,40%
"Rahko, Stephen","['Gives good feedback (15)', 'Respected (7)', 'Hilarious (7)', 'Group projects (4)', 'Clear grading criteria (4)', 'Caring (3)', 'Inspirational (3)', 'Tough grader (2)', 'Graded by few things (1)', 'Participation matters (1)', 'Accessible outside class (1)', 'Lecture heavy (1)']",4.3,100%
"Tait, Steven","['Gives good feedback (6)', 'Amazing lectures (5)', 'Lots of homework (4)', 'Tough grader (3)', 'Caring (3)', 'Respected (3)', 'EXTRA CREDIT (2)', 'Inspirational (2)', 'Accessible outside class (2)', 'Get ready to read (1)', 'Hilarious (1)']",4.0,86%
"Baik, Mookie","['Beware of pop quizzes (1)', 'Tough grader (1)']",2.2,NA
"Ripley, ED","['Caring (2)', 'Respected (1)', 'Get ready to read (1)']",3.9,NA
"Kanwit, Matt","['Participation matters (1)', 'Hilarious (1)']",5.0,NA
"Galarza, Iraida","['Hilarious (4)', 'Gives good feedback (3)', 'Participation matters (2)', 'Caring (1)', 'Inspirational (1)', 'Amazing lectures (1)', 'Respected (1)']",5.0,NA
,[],NA,NA
"Herring, Elizabeth","['Participation matters (3)', 'Tough grader (2)', 'Get ready to read (2)', 'Lots of homework (1)', 'Hilarious (1)', 'Caring (1)']",4.3,NA
"Baxter, Dave",[],4.0,NA
"Cowan, Ben",[],NA,NA
"Rice, Jennifer",[],NA,NA
"Chandukala, Sandeep",[],4.6,NA
,[],NA,NA
"Barbrick, Donna",[],3.8,NA
"Lindeman, Alice","['Tough grader (2)', 'Group projects (2)', 'Caring (1)', 'Lecture heavy (1)']",3.7,NA
"Lettramb, Mayta",[],1.0,NA
"Parrilla-Recuero, Antonio","['Caring (4)', 'Get ready to read (3)', 'Hilarious (2)', 'Participation matters (2)', 'Lots of homework (2)', 'Gives good feedback (1)']",4.7,NA
"Samuelson, Beth",[],1.3,NA
,[],NA,NA
"Kao, Cheng","['Lecture heavy (3)', 'Caring (3)', 'Test heavy (2)', 'Gives good feedback (2)', 'EXTRA CREDIT (1)', 'Participation matters (1)', 'Graded by few things (1)', 'Clear grading criteria (1)', 'Accessible outside class (1)', 'Respected (1)']",3.1,NA
"Raphael, Christopher","['Accessible outside class (1)', 'Inspirational (1)', 'Respected (1)']",2.6,NA
"Muyskens-Chang, Joellan",[],4.5,NA
"Weich, David",[],NA,NA
"Hansen, Robert",[],5.0,NA
"VO, Patrick",[],5.0,NA
"Saget, Bob",[],NA,NA
,[],NA,NA
"Nix, Jeffery",[],NA,NA
"Hinkle, Travis",[],5.0,NA
"Riesmeyer, Daniel",[],NA,NA
"Connelly, Kay",[],2.7,NA
"Choate, Tera",[],1.0,NA
,[],NA,NA
"Oldham, Tom",[],5.0,NA
"Franklin, Tim",[],5.0,NA
"Kingma, Jackie","['Amazing lectures (2)', 'Caring (1)', 'Respected (1)', 'Clear grading criteria (1)']",4.9,NA
"Yasar, Zeynep","['Participation matters (2)', 'Gives good feedback (2)', 'Caring (1)', 'Clear grading criteria (1)']",3.2,NA
"Bramley, Randall",[],3.0,NA
,[],NA,NA
"McGee, Anne",[],3.9,NA
"Kuskova, Valya",[],4.3,NA
"Vaughn, Nicholas",[],3.0,NA
"Landry, Olivia","['Lots of homework (1)', 'Gives good feedback (1)']",4.0,NA
"Markoff, Kimberly",[],5.0,NA
"Leimbach, Joselyn","['Tough grader (5)', 'Gives good feedback (4)', 'Get ready to read (4)', 'Amazing lectures (3)', 'Hilarious (3)', 'EXTRA CREDIT (2)', 'Respected (2)', 'Participation matters (2)', 'Lecture heavy (1)', 'Caring (1)', 'Beware of pop quizzes (1)', 'Graded by few things (1)', 'So many papers (1)', 'Clear grading criteria (1)']",3.5,NA
"Barker, Blake",[],3.8,NA
,[],NA,NA
"Forooshani, Mostafa Zamani",[],1.0,NA
"Yarros, Justin",[],NA,NA
"Silver, Joel","['Respected (1)', 'Participation matters (1)', 'Amazing lectures (1)']",3.5,NA
"Morrison, Andrea",[],1.3,NA
"Moore, Robert S Moore",[],NA,NA
,[],NA,NA
"Niichel, Robert","['Lots of homework (3)', 'Hilarious (2)', 'Test heavy (1)', 'Respected (1)', 'Lecture heavy (1)']",2.6,NA
"Esch-Williams, Iris",[],4.2,NA
"Lane, Bradley",[],NA,NA
"Manaharan, Puplivel",[],2.4,NA
"Murray, Maresa","['Lots of homework (2)', 'Clear grading criteria (1)', 'Participation matters (1)', 'Hilarious (1)', 'Inspirational (1)', 'Amazing lectures (1)', 'Graded by few things (1)']",2.9,NA
,[],NA,NA
"Zeybeck, Zulfiye",[],1.8,NA
"Kesmodel, Lary",[],1.5,NA
"Jessup, Deanna","['Tough grader (2)', 'Caring (1)', 'Gives good feedback (1)', 'Participation matters (1)']",4.6,NA
"Beer, Meghann",[],2.5,NA
"Conkle, Daniel",[],5.0,NA
"Kessler, Aaron","['Inspirational (1)', 'Tough grader (1)', 'Respected (1)', 'Amazing lectures (1)', 'Get ready to read (1)']",2.4,NA
"Baldwin, Timothy","['Gives good feedback (1)', 'Group projects (1)', 'Clear grading criteria (1)']",2.2,NA
,[],NA,NA
"Picconi, Marc",[],4.5,NA
"Zhu, Chen","['Accessible outside class (1)', 'Caring (1)', 'Respected (1)']",3.8,NA
"Fossett, Tepanta","['Tough grader (1)', 'Participation matters (1)']",3.0,NA
"Simon, Thomas","['Lecture heavy (2)', 'Caring (2)', 'Tough grader (1)', 'EXTRA CREDIT (1)', 'Get ready to read (1)']",3.1,NA
"Pynn, Roger","['Tough grader (2)', 'Caring (1)', 'Inspirational (1)']",3.0,NA
,[],NA,NA
"Petrovic, William",[],3.5,NA
"Hutchens, Terry",[],4.5,NA
"Sobolik, Bertolt Sobolik",[],NA,NA
"Heeg, Adam",[],NA,NA
"Pickel, Sandi",[],3.5,NA
,[],NA,NA
"Keller, Jennifer",[],4.5,NA
"Malschick, Judy","['Respected (2)', 'Inspirational (2)', 'Gives good feedback (1)']",4.5,NA
"Wellman, Curt",[],4.5,NA
"Donahue, Tom",[],4.0,NA
"Hines, Mary Beth","['Participation matters (1)', 'Lots of homework (1)']",3.5,NA
"Verma, Arvind","['Get ready to read (5)', 'Participation matters (4)', 'Tough grader (3)', 'Test heavy (3)', 'Lecture heavy (3)', 'Gives good feedback (2)', 'Lots of homework (2)']",2.8,NA
"Aming-Attai, Rachael",[],NA,NA
,[],NA,NA
"Swenson, Karl",[],3.7,NA
"Cade, Chris",[],1.3,NA
"Smith, April",['Get ready to read (1)'],1.8,NA
"Bushaw, Irene",[],3.3,NA
"Young, Mathias",[],2.8,NA
,[],NA,NA
"Sparks, Corey",[],NA,NA
"LU, Alex",[],3.7,NA
"Roy, Ria",[],4.2,NA
"Walker, Tony",[],5.0,NA
"Michaelsen, Garrett",[],NA,NA
,[],NA,NA
"Jacobs, Lesley","['Hilarious (1)', 'Participation matters (1)', 'Gives good feedback (1)']",4.7,NA
"Church, David",[],4.5,NA
