name,tags,rmp_info,take_again
"Lubell, Gabriel ",['Tough grader (1)'],2.2,NA
"Raff, Jonathan ","['Lecture heavy (1)', 'Tough grader (1)', 'Get ready to read (1)']",2.8,NA
"Morgan, Monique","['Tough grader (11)', 'Get ready to read (7)', 'Beware of pop quizzes (6)', 'Gives good feedback (4)', 'Lecture heavy (4)', 'Respected (2)', 'Amazing lectures (1)', 'Participation matters (1)', 'Graded by few things (1)', 'Lots of homework (1)', 'Inspirational (1)']",2.3,46%
,[],NA,NA
"Huber, Jeff","['Inspirational (11)', 'EXTRA CREDIT (8)', 'Respected (7)', 'Amazing lectures (5)', 'Caring (3)', 'Hilarious (3)', 'Get ready to read (2)', 'Clear grading criteria (1)', 'Participation matters (1)', 'Lecture heavy (1)']",4.5,NA
"Wollin, Jeff",[],2.5,NA
"Valdivia, Arturo","['Tough grader (3)', 'Lecture heavy (3)', 'Lots of homework (2)', 'Beware of pop quizzes (2)', 'Gives good feedback (1)', 'Clear grading criteria (1)', 'Get ready to read (1)', 'Accessible outside class (1)']",1.6,NA
"Hain, Mark",['Tough grader (1)'],1.0,NA
"Ficklin, Darren","['Group projects (3)', 'Respected (2)', 'Clear grading criteria (2)']",4.8,NA
,[],NA,NA
"Geballe, Elizabeth ","['Respected (1)', 'Participation matters (1)', 'Gives good feedback (1)']",5.0,NA
"Jahn, Andrew","['Hilarious (5)', 'Respected (4)', 'Clear grading criteria (3)', 'Caring (2)', 'Lots of homework (2)', 'Gives good feedback (1)', 'Lecture heavy (1)']",4.8,NA
"Njau, Jackson","['Lecture heavy (3)', 'Graded by few things (1)', 'Caring (1)', 'EXTRA CREDIT (1)', 'Clear grading criteria (1)']",3.5,NA
"Winecoff, William ","['Get ready to read (7)', 'Clear grading criteria (4)', 'Lecture heavy (4)', 'Amazing lectures (3)', 'Tough grader (2)', 'Respected (2)', 'Test heavy (1)', 'Beware of pop quizzes (1)', 'Caring (1)']",3.7,NA
"Meetz, Richard",[],NA,NA
"Mayne, Holly",[],4.5,NA
"Blitvic, Natasha","['Lots of homework (1)', 'Tough grader (1)', 'Lecture heavy (1)']",4.0,NA
,[],NA,NA
"Farmer, Kelly","['Gives good feedback (3)', 'Caring (3)', 'Participation matters (2)', 'Clear grading criteria (2)', 'Respected (1)']",4.8,NA
"Jankowski, Harmony","['Tough grader (4)', 'Lots of homework (2)', 'Gives good feedback (1)', 'So many papers (1)', 'Inspirational (1)', 'Respected (1)']",3.5,NA
"McKinlay, James","['Clear grading criteria (1)', 'Tough grader (1)', 'Lots of homework (1)', 'Participation matters (1)']",4.3,NA
"Burch, Kate",[],5.0,NA
"Snow, William","['Gives good feedback (2)', 'Participation matters (2)', 'Amazing lectures (2)', 'Respected (1)']",4.4,NA
,[],NA,NA
"Frey, Georgia","['Respected (1)', 'Hilarious (1)', 'Caring (1)']",5.0,NA
"Lee, Dae Woo","['Lecture heavy (1)', 'Amazing lectures (1)']",4.8,NA
"San Filippo, Maria",[],2.0,NA
"Siek, Katie","['Group projects (2)', 'Lots of homework (1)', 'Participation matters (1)', 'Clear grading criteria (1)']",3.5,NA
"Zakeri, Bita","['Lecture heavy (1)', 'Tough grader (1)']",2.6,NA
,[],NA,NA
"MacHado, Pedro ","['So many papers (4)', 'Lecture heavy (4)', 'Lots of homework (2)', 'Amazing lectures (2)', 'Get ready to read (1)', 'Accessible outside class (1)', 'Caring (1)', 'Hilarious (1)', 'Clear grading criteria (1)', 'Group projects (1)', 'Participation matters (1)']",3.4,NA
"Kelly, Kathleen","['Respected (2)', 'Caring (1)', 'Participation matters (1)', 'Hilarious (1)']",4.8,NA
"Yan, Lucy",[],4.0,NA
"Akhter, Majed","['Caring (1)', 'Respected (1)']",4.5,NA
"Lukic, Anita",[],5.0,NA
"Williams, Nichole","['Lots of homework (12)', 'Tough grader (6)', 'Clear grading criteria (5)', 'Gives good feedback (5)', 'Accessible outside class (5)', 'Caring (2)', 'Graded by few things (2)', 'Respected (2)', 'Amazing lectures (2)', 'Lecture heavy (1)', 'Inspirational (1)', 'Group projects (1)', 'Participation matters (1)']",3.5,56%
"Skinner, Constance","['Participation matters (3)', 'Get ready to read (3)', 'Tough grader (2)', 'Caring (2)', 'Clear grading criteria (2)', 'Lecture heavy (1)', 'Hilarious (1)', 'Gives good feedback (1)', 'Inspirational (1)']",4.5,NA
,[],NA,NA
"Delong, Jordan","['Hilarious (8)', 'Respected (6)', 'Gives good feedback (4)', 'Tough grader (3)', 'Group projects (3)', 'Amazing lectures (2)', 'Get ready to read (2)', 'Participation matters (2)', 'Caring (1)', 'Inspirational (1)', 'Clear grading criteria (1)']",4.4,NA
"Otto, Meghan",[],4.5,NA
"Jia, Changdong",[],NA,NA
"Land, Mark",[],4.0,NA
"Arenberg, Meg","['Get ready to read (2)', 'Participation matters (2)', 'Gives good feedback (1)']",2.7,NA
,[],NA,NA
"Williams, David","['Get ready to read (7)', 'Tough grader (3)', 'Lecture heavy (3)', 'Amazing lectures (2)', 'Participation matters (1)', 'Clear grading criteria (1)', 'Graded by few things (1)', 'Caring (1)']",3.7,60%
"Lopes, Alex Bars",[],NA,NA
"Morales, Eric César",[],NA,NA
"Newton, Ryan ","['Lots of homework (1)', 'Respected (1)']",5.0,NA
"Natarajan, Sriraam","['Inspirational (3)', 'Amazing lectures (3)', 'Hilarious (2)', 'Clear grading criteria (1)', 'Get ready to read (1)', 'Respected (1)', 'Participation matters (1)', 'Caring (1)', 'Lots of homework (1)']",4.8,100%
,[],NA,NA
"Vrnakova, Irena",[],5.0,NA
"House, Ken",[],3.5,NA
"Kavousian, Shabnam","['Lots of homework (16)', 'Tough grader (13)', 'Lecture heavy (11)', 'Caring (6)', 'Hilarious (6)', 'Gives good feedback (6)', 'Amazing lectures (3)', 'Clear grading criteria (3)', 'Respected (3)', 'Test heavy (2)', 'So many papers (1)']",3.5,83%
"Wright, Eric L","['Get ready to read (9)', 'Hilarious (5)', 'Respected (4)', 'Beware of pop quizzes (4)', 'Gives good feedback (4)', 'EXTRA CREDIT (4)', 'Caring (3)', 'Amazing lectures (3)', 'Participation matters (3)', 'Tough grader (2)', 'Lecture heavy (2)']",4.4,NA
"Varon, Alberto","['Participation matters (4)', 'Tough grader (4)', 'Gives good feedback (3)', 'Caring (1)', 'Graded by few things (1)', 'Get ready to read (1)']",3.9,NA
"Hacamo, Isaac","['Hilarious (4)', 'Respected (4)', 'Gives good feedback (2)', 'Inspirational (1)', 'Amazing lectures (1)']",4.8,NA
"Horton, Henry",['Lecture heavy (1)'],2.0,NA
,[],NA,NA
"Leach, Eleanor",[],NA,NA
"Cooley, Chad","['Tough grader (25)', 'EXTRA CREDIT (18)', 'Lots of homework (9)', 'Caring (8)', 'Clear grading criteria (6)', 'Amazing lectures (6)', 'Accessible outside class (5)', 'Hilarious (5)', 'Respected (4)', 'Lecture heavy (4)', 'Test heavy (2)', 'So many papers (2)', 'Inspirational (2)', 'Get ready to read (1)', 'Gives good feedback (1)']",3.2,64%
"Shockley, Richard","['Caring (1)', 'Gives good feedback (1)', 'Group projects (1)', 'Respected (1)', 'Inspirational (1)', 'Clear grading criteria (1)']",4.3,NA
"Hemsath, Ashley","['Amazing lectures (2)', 'Accessible outside class (1)', 'Gives good feedback (1)', 'Participation matters (1)', 'Caring (1)']",4.7,NA
"Desai, Karna","['Tough grader (2)', 'Hilarious (1)']",3.9,NA
,[],NA,NA
"Ghuloum, Mohammad",[],NA,NA
"Shaw, Travis","['Tough grader (4)', 'Lots of homework (3)', 'Get ready to read (3)']",2.2,NA
"Stanford , Nick","['Lots of homework (5)', 'Tough grader (3)', 'Beware of pop quizzes (2)', 'Test heavy (2)', 'Caring (2)', 'Graded by few things (1)', 'Lecture heavy (1)']",1.7,NA
"Pedersen, Paul","['Participation matters (6)', 'Respected (6)', 'Lecture heavy (2)', 'Test heavy (2)', 'Get ready to read (2)', 'Accessible outside class (1)', 'So many papers (1)']",2.4,43%
"Lista, Peter","['Respected (3)', 'Get ready to read (3)', 'EXTRA CREDIT (2)', 'Participation matters (1)', 'Tough grader (1)', 'Amazing lectures (1)', 'Gives good feedback (1)']",3.8,NA
,[],NA,NA
"Smith, Ben",[],NA,NA
"Powell, Michelle","['Gives good feedback (3)', 'Respected (2)', 'Get ready to read (2)', 'Participation matters (2)', 'Amazing lectures (1)']",4.8,NA
"Papineschi, Marie","['Caring (1)', 'Gives good feedback (1)', 'Hilarious (1)']",5.0,NA
"Penny, Rebecca Hele",[],NA,NA
"Gordon, Grey","['Gives good feedback (2)', 'Hilarious (1)', 'Tough grader (1)', 'Respected (1)', 'Participation matters (1)', 'Accessible outside class (1)']",4.3,NA
"Burdette, Alan",[],4.3,NA
"Guerra, Lucia","['Group projects (2)', 'Respected (1)', 'EXTRA CREDIT (1)']",4.3,NA
,[],NA,NA
"Ford, Justin","['Clear grading criteria (4)', 'Gives good feedback (4)', 'Hilarious (2)', 'Inspirational (2)', 'Amazing lectures (1)', 'Tough grader (1)', 'Group projects (1)', 'Participation matters (1)', 'Lots of homework (1)']",4.3,100%
"Argudo, Esteban","['Inspirational (2)', 'EXTRA CREDIT (2)', 'Participation matters (2)', 'Hilarious (2)', 'Gives good feedback (1)', 'Caring (1)']",3.9,NA
"Harrison, David","['Inspirational (24)', 'Respected (15)', 'Amazing lectures (14)', 'Caring (12)', 'Participation matters (7)', 'Lecture heavy (6)', 'Lots of homework (5)', 'EXTRA CREDIT (4)', 'Tough grader (3)', 'Gives good feedback (3)', 'Hilarious (3)', 'Clear grading criteria (2)', 'Get ready to read (2)', 'Group projects (2)']",4.3,100%
"Raines, Zandra",[],NA,NA
"Chester, Emily","['Tough grader (3)', 'Lecture heavy (2)', 'Caring (1)', 'Gives good feedback (1)']",2.5,NA
,[],NA,NA
"Stephan, Ric","['Caring (3)', 'Gives good feedback (2)', 'Inspirational (1)', 'Amazing lectures (1)']",4.7,NA
"Nguyen, Phuong","['Respected (3)', 'EXTRA CREDIT (2)', 'Participation matters (2)', 'Lots of homework (2)', 'Graded by few things (2)']",3.6,NA
"King, David","['Lecture heavy (6)', 'Accessible outside class (4)', 'Lots of homework (4)', 'Tough grader (2)', 'Get ready to read (2)', 'Graded by few things (2)', 'Caring (2)', 'Gives good feedback (1)', 'Amazing lectures (1)']",1.8,38%
"Kidwell, Keenan","['Hilarious (11)', 'Respected (8)', 'Amazing lectures (7)', 'Gives good feedback (6)', 'Caring (4)', 'Inspirational (4)', 'Clear grading criteria (2)', 'Accessible outside class (2)']",4.7,100%
"Ryder, Rachel","['Tough grader (3)', 'Group projects (3)', 'Clear grading criteria (3)', 'Gives good feedback (2)', 'Respected (2)', 'Participation matters (1)', 'Lots of homework (1)']",2.7,NA
,[],NA,NA
"Daidone, Danielle","['Lots of homework (2)', 'Gives good feedback (1)', 'Participation matters (1)', 'Respected (1)', 'Inspirational (1)']",2.9,NA
"Wintsch, Robert","['Participation matters (2)', 'Lecture heavy (1)', 'Tough grader (1)', 'Hilarious (1)']",3.0,NA
"Kleiner, Kristoph","['Inspirational (4)', 'Clear grading criteria (3)', 'Amazing lectures (2)', 'Tough grader (2)', 'Participation matters (1)', 'Graded by few things (1)', 'Get ready to read (1)', 'Lots of homework (1)', 'Gives good feedback (1)']",3.5,NA
"Kindig, Jessi ","['Lecture heavy (1)', 'Tough grader (1)', 'Get ready to read (1)']",3.3,NA
"Kurbanov, Shokhrukh","['Respected (1)', 'Tough grader (1)', 'Beware of pop quizzes (1)', 'Participation matters (1)']",3.8,NA
"Sedo, Beatriz","['Gives good feedback (1)', 'Caring (1)']",5.0,NA
"Delgado-Diaz, Gibran",[],4.8,NA
,[],NA,NA
"Spencer, Keith Ally",[],NA,NA
"Antone, Marc","['Get ready to read (2)', 'Beware of pop quizzes (1)', 'Clear grading criteria (1)']",2.8,NA
"Brew, Steve","['Gives good feedback (3)', 'Respected (2)', 'Caring (1)', 'Hilarious (1)']",5.0,NA
"Mugishagwe , Allen",[],NA,NA
"Tandy, Sean","['Lecture heavy (1)', 'Clear grading criteria (1)', 'Tough grader (1)', 'Gives good feedback (1)', 'Participation matters (1)']",3.5,NA
,[],NA,NA
"Cameron, Thomas  Steima",[],NA,NA
"Hartley, Meredith",['Caring (1)'],4.0,NA
"Milich, Krista","['Clear grading criteria (5)', 'Lecture heavy (4)', 'Lots of homework (2)', 'Caring (1)']",3.6,NA
"McConnell, Will ",['Clear grading criteria (1)'],4.5,NA
"Doran, Christopher","['Tough grader (4)', 'Group projects (4)', 'Beware of pop quizzes (3)', 'Inspirational (2)', 'Get ready to read (2)', 'Hilarious (2)', 'Amazing lectures (2)', 'Respected (1)']",3.4,NA
,[],NA,NA
"Muyumba, Walton","['Get ready to read (4)', 'Amazing lectures (2)', 'Graded by few things (1)', 'Hilarious (1)', 'Respected (1)']",2.4,NA
"Herd, Kelly Brook",[],NA,NA
"Burnim, Mellonee","['Tough grader (4)', 'Get ready to read (2)']",2.5,NA
"Gunterman, Ryan ",[],NA,NA
"Ragland, Charles",[],1.0,NA
"Hansen , Cathlene ","['Participation matters (3)', 'Inspirational (2)', 'Gives good feedback (2)', 'EXTRA CREDIT (2)', 'Clear grading criteria (1)', 'Respected (1)', 'So many papers (1)', 'Lots of homework (1)', 'Caring (1)', 'Hilarious (1)']",2.8,NA
"Baumgartner, Rebecca","['Lots of homework (2)', 'Clear grading criteria (2)', 'Beware of pop quizzes (2)', 'Gives good feedback (1)', 'Caring (1)']",4.7,NA
,[],NA,NA
"Wagner, A Jay",[],NA,NA
"Stahl, Tristan","['Hilarious (2)', 'Caring (1)', 'Gives good feedback (1)', 'Participation matters (1)']",4.5,NA
"Yang, Sung-Un","['Caring (2)', 'Respected (1)', 'Gives good feedback (1)', 'Group projects (1)', 'Clear grading criteria (1)']",4.2,NA
"Dougherty, George","['Lecture heavy (3)', 'Tough grader (2)', 'Respected (2)', 'Gives good feedback (2)', 'Clear grading criteria (1)', 'EXTRA CREDIT (1)', 'Graded by few things (1)', 'Amazing lectures (1)', 'Caring (1)']",3.9,NA
"Groggel, Anne","['Get ready to read (8)', 'Beware of pop quizzes (5)', 'Participation matters (4)', 'Lecture heavy (3)', 'Amazing lectures (3)', 'Tough grader (2)', 'Gives good feedback (2)', 'Hilarious (2)']",3.6,NA
,[],NA,NA
"Leaffer, Marshall",[],NA,NA
"Nagy, Donna M",[],NA,NA
"Holmes, Cheryl","['EXTRA CREDIT (4)', 'Caring (4)', 'Inspirational (2)', 'Respected (2)', 'Clear grading criteria (2)', 'Graded by few things (2)', 'Amazing lectures (1)', 'Test heavy (1)', 'Hilarious (1)', 'Lecture heavy (1)']",4.8,100%
"Jones, Jennifer","['Beware of pop quizzes (1)', 'Tough grader (1)', 'Lots of homework (1)']",1.0,NA
"Woronkowicz, Joanna","['Tough grader (4)', 'Lots of homework (4)', 'Get ready to read (4)', 'Participation matters (1)']",1.5,NA
,[],NA,NA
"Quispe, Gabby","['Group projects (1)', 'Caring (1)']",5.0,NA
"Kindig, Patrick ","['Tough grader (7)', 'Gives good feedback (3)', 'Participation matters (3)', 'Lots of homework (2)', 'Get ready to read (2)', 'Beware of pop quizzes (2)']",2.6,NA
"Kutza, Dawn","['Gives good feedback (5)', 'Group projects (5)', 'Lots of homework (4)', 'Caring (4)', 'Tough grader (4)', 'Clear grading criteria (3)', 'Accessible outside class (3)', 'Graded by few things (2)']",4.1,70%
"Turner, Christopher","['EXTRA CREDIT (3)', 'Hilarious (2)', 'Clear grading criteria (2)', 'Gives good feedback (1)', 'Tough grader (1)', 'Accessible outside class (1)', 'Get ready to read (1)', 'Lecture heavy (1)']",4.3,NA
"Rohatgi, Ranjan","['Participation matters (2)', 'Hilarious (1)', 'Gives good feedback (1)', 'Caring (1)', 'Lots of homework (1)']",5.0,NA
"Tayachi-Pigeonnat, Manel","['Lots of homework (3)', 'Tough grader (2)', 'Gives good feedback (2)', 'Caring (1)', 'Beware of pop quizzes (1)']",2.6,NA
"Vargo, Susan","['Gives good feedback (2)', 'Respected (1)', 'Group projects (1)', 'Caring (1)', 'Amazing lectures (1)']",4.3,NA
,[],NA,NA
"Whelan, Tracey ","['Respected (1)', 'Lots of homework (1)', 'Tough grader (1)', 'Graded by few things (1)', 'Beware of pop quizzes (1)', 'Participation matters (1)']",2.9,NA
"Baar, Kristin","['Respected (2)', 'Caring (1)', 'Clear grading criteria (1)', 'Gives good feedback (1)']",4.8,NA
"Meadows, Laura","['Hilarious (3)', 'Inspirational (1)', 'Participation matters (1)', 'Clear grading criteria (1)']",4.7,NA
"Caffery, Josh ",[],5.0,NA
"Sutherland, Bridget ","['Gives good feedback (2)', 'Lots of homework (1)', 'Get ready to read (1)', 'Accessible outside class (1)', 'Beware of pop quizzes (1)', 'Participation matters (1)', 'Caring (1)']",2.6,NA
,[],NA,NA
"Hu, Shanshan",[],2.0,NA
"Lynch, Matthew",[],3.0,NA
"Scott, Maxime","['Lots of homework (2)', 'Tough grader (1)', 'Test heavy (1)']",3.0,NA
"Hauser, Jessica",[],2.0,NA
"Montgomery, Nickolas","['Inspirational (2)', 'Gives good feedback (1)', 'Amazing lectures (1)', 'Clear grading criteria (1)']",4.8,NA
,[],NA,NA
"Graves, Jean","['Participation matters (2)', 'Gives good feedback (2)', 'Get ready to read (2)', 'Clear grading criteria (1)', 'Tough grader (1)', 'Accessible outside class (1)', 'Caring (1)', 'Respected (1)', 'Lots of homework (1)']",4.3,NA
"Suter, Lacy",[],NA,NA
"Birkenmaier, Anke",[],1.0,NA
"Lima, Diogo","['Tough grader (2)', 'Lecture heavy (2)', 'Clear grading criteria (1)']",2.0,NA
"Seaver, James","['Get ready to read (1)', 'Gives good feedback (1)']",4.3,NA
"Walther, Emily","['Inspirational (3)', 'Caring (3)', 'Lots of homework (2)', 'Gives good feedback (2)', 'Hilarious (2)', 'Respected (1)', 'Amazing lectures (1)']",5.0,NA
"Barker, Cory","['Gives good feedback (3)', 'Respected (2)', 'Caring (2)', 'Tough grader (1)', 'Participation matters (1)']",4.4,NA
,[],NA,NA
"Gitner, Adam","['EXTRA CREDIT (4)', 'Get ready to read (2)', 'Respected (2)', 'Amazing lectures (1)']",4.2,NA
"Will, Richard",[],NA,NA
"Kim, Taeeung",[],5.0,NA
"Shepherd, Matthew","['Lots of homework (5)', 'Get ready to read (3)', 'Tough grader (2)', 'Caring (2)', 'Amazing lectures (2)', 'Accessible outside class (1)', 'Test heavy (1)']",3.6,43%
"magid , shaul","['Get ready to read (3)', 'Graded by few things (2)', 'Respected (1)', 'Clear grading criteria (1)']",3.5,NA
,[],NA,NA
"Bullinger, Lindsey","['Lots of homework (2)', 'Participation matters (2)', 'Beware of pop quizzes (1)']",1.3,NA
"Fowler, Matthew","['Lecture heavy (2)', 'EXTRA CREDIT (1)', 'Graded by few things (1)', 'Clear grading criteria (1)']",2.9,NA
"Kim, Jiwon",[],NA,NA
"Kane, Patrick",[],5.0,NA
"Brothers,   Brittany  M.","['Tough grader (3)', 'Lots of homework (2)', 'Clear grading criteria (2)', 'Gives good feedback (1)', 'Group projects (1)', 'Participation matters (1)']",3.3,NA
,[],NA,NA
"Harriss, M. Cooper  Cooper","['Amazing lectures (1)', 'Inspirational (1)']",3.8,NA
"Frauman, Ali","['Caring (3)', 'Get ready to read (2)', 'Hilarious (2)', 'Participation matters (2)', 'So many papers (2)', 'Gives good feedback (1)', 'Amazing lectures (1)', 'Clear grading criteria (1)']",4.2,80%
"Hayes, Matthew","['Gives good feedback (1)', 'Participation matters (1)']",4.0,NA
"Martin, Patrick","['Lecture heavy (1)', 'Participation matters (1)', 'Test heavy (1)', 'Respected (1)']",3.5,NA
"Given, Michelle","['Tough grader (2)', 'Lots of homework (2)', 'Inspirational (1)', 'EXTRA CREDIT (1)', 'Respected (1)', 'Gives good feedback (1)', 'Participation matters (1)', 'Caring (1)']",3.9,NA
"Hoban Halvorsen, Sarah",[],NA,NA
"Luen, Brad","['Lots of homework (7)', 'Amazing lectures (5)', 'Clear grading criteria (4)', 'EXTRA CREDIT (3)', 'Participation matters (2)', 'Accessible outside class (1)', 'Caring (1)', 'Gives good feedback (1)', 'Lecture heavy (1)', 'Hilarious (1)', 'Inspirational (1)']",4.7,100%
,[],NA,NA
"Olsen, Mitch","['Caring (1)', 'Amazing lectures (1)', 'Clear grading criteria (1)']",4.5,NA
"Shen, Yi","['Respected (1)', 'Accessible outside class (1)']",4.7,NA
"Nichols, Tammy",[],NA,NA
"VanDeventer, Vickie",[],1.5,NA
"Schulz, Glenda","['Lots of homework (2)', 'Clear grading criteria (1)', 'Accessible outside class (1)', 'Gives good feedback (1)', 'EXTRA CREDIT (1)']",2.7,NA
,[],NA,NA
"Konkol, Melissa","['Tough grader (7)', 'Lecture heavy (4)', 'Beware of pop quizzes (3)', 'Participation matters (3)', 'Clear grading criteria (2)', 'Amazing lectures (1)', 'Respected (1)']",3.8,NA
"Arbour, Robert","['Tough grader (6)', 'Group projects (5)', 'Beware of pop quizzes (3)', 'Gives good feedback (2)', 'Participation matters (1)', 'Respected (1)', 'Get ready to read (1)', 'Accessible outside class (1)']",3.3,NA
"Keller, Hildegard Elisabet",[],NA,NA
"Lambert-Cole, Peter","['Tough grader (2)', 'Caring (2)', 'Respected (2)', 'Lots of homework (1)', 'Accessible outside class (1)']",3.1,NA
"De Los Santos, Babur",[],2.5,NA
,[],NA,NA
"Jones, David ",[],NA,NA
"DeDeo, Natalie","['Get ready to read (3)', 'Gives good feedback (2)', 'Participation matters (1)', 'Tough grader (1)']",4.8,NA
"Woo, Calvin",[],1.0,NA
"Mitchell, Thomas","['Inspirational (1)', 'Participation matters (1)', 'Gives good feedback (1)']",3.5,NA
"Sabanovic, Selma","['Respected (1)', 'Get ready to read (1)', 'Amazing lectures (1)']",4.8,NA
"Northcutt Bohmert, Miriam","['Participation matters (3)', 'Hilarious (3)', 'Tough grader (3)', 'Respected (2)', 'Clear grading criteria (2)', 'Amazing lectures (2)', 'Lots of homework (1)', 'Group projects (1)', 'Lecture heavy (1)', 'Gives good feedback (1)']",3.1,40%
"Khanani, Ahmed","['Get ready to read (4)', 'Respected (2)', 'Inspirational (2)', 'Lots of homework (1)', 'Gives good feedback (1)', 'Participation matters (1)']",4.1,NA
,[],NA,NA
"Thielges, Megan",[],2.0,NA
"Patterson, Jill",[],NA,NA
"Ismaili , Teuta ","['Caring (4)', 'Amazing lectures (2)', 'Hilarious (2)', 'Lots of homework (1)', 'Respected (1)', 'Gives good feedback (1)']",4.9,NA
"Morris, Rodger ",[],4.0,NA
"Hanchett, Jim","['Tough grader (2)', 'Gives good feedback (2)', 'Caring (1)', 'Accessible outside class (1)']",4.5,NA
,[],NA,NA
"Coss, Lisa",[],4.0,NA
"Waldo, Harrison","['Tough grader (1)', 'Get ready to read (1)']",1.5,NA
"Henderson, Carly","['Gives good feedback (2)', 'Participation matters (2)', 'Lots of homework (1)', 'Get ready to read (1)', 'Caring (1)', 'Accessible outside class (1)']",4.7,NA
"Stark, Derrek ",[],NA,NA
"Getz, Deborah ","['Group projects (3)', 'Caring (3)', 'Participation matters (2)', 'Lots of homework (1)', 'Gives good feedback (1)', 'Accessible outside class (1)']",3.3,60%
,[],NA,NA
"Blake, Katherine","['Get ready to read (2)', 'Gives good feedback (1)', 'Participation matters (1)', 'Tough grader (1)', 'Accessible outside class (1)', 'Beware of pop quizzes (1)', 'Caring (1)']",4.8,NA
"Okamoto MacPhail, Aiko","['Gives good feedback (2)', 'Caring (1)', 'Participation matters (1)']",3.2,NA
"Zahler, Sara",[],5.0,NA
"Ferrara, Emilio","['Caring (3)', 'Respected (2)', 'Inspirational (2)', 'Group projects (2)', 'Amazing lectures (1)']",5.0,NA
"Dennis, Josh","['Caring (1)', 'Gives good feedback (1)', 'Group projects (1)', 'Lecture heavy (1)', 'Hilarious (1)', 'Clear grading criteria (1)']",3.9,NA
"Esola, Emily",[],5.0,NA
"Lappas, Suzanne",[],5.0,NA
,[],NA,NA
"McGee, Russell","['Respected (2)', 'Gives good feedback (2)', 'Caring (2)']",5.0,NA
"Perry, Angela","['Gives good feedback (4)', 'Lots of homework (4)', 'Participation matters (4)', 'Tough grader (4)', 'Accessible outside class (2)', 'Group projects (2)', 'Caring (2)', 'Respected (1)', 'So many papers (1)']",4.2,80%
"O'Guinn, Dave","['Respected (1)', 'Get ready to read (1)', 'Participation matters (1)']",5.0,NA
"Collins, Mike","['Respected (3)', 'Caring (2)', 'Gives good feedback (1)', 'Get ready to read (1)', 'Lots of homework (1)', 'Clear grading criteria (1)']",4.9,NA
"Beneish, Messod ","['Clear grading criteria (2)', 'Tough grader (2)', 'Get ready to read (2)', 'Beware of pop quizzes (1)', 'Caring (1)', 'Lots of homework (1)']",3.2,NA
,[],NA,NA
"Raun, Toivo","['Get ready to read (3)', 'Graded by few things (1)', 'Tough grader (1)', 'Lecture heavy (1)']",1.0,NA
"Iruoje , Tiana","['Inspirational (1)', 'Respected (1)']",4.8,NA
"Migliozzi, Mary","['Beware of pop quizzes (2)', 'Caring (1)', 'Lots of homework (1)']",3.8,NA
"Fitzsimmons, Mark","['Gives good feedback (4)', 'Caring (4)', 'Inspirational (4)', 'Hilarious (3)', 'Get ready to read (1)', 'Participation matters (1)', 'Respected (1)']",5.0,NA
"Pullum, Lindsey","['Participation matters (2)', 'Hilarious (2)', 'Gives good feedback (2)', 'Lots of homework (1)', 'Tough grader (1)', 'Respected (1)', 'Get ready to read (1)', 'Accessible outside class (1)', 'Caring (1)']",4.5,NA
,[],NA,NA
"Smith, Lora","['Gives good feedback (6)', 'Caring (3)', 'Hilarious (3)', 'Participation matters (2)', 'Respected (2)']",4.6,NA
"Anderson, Paul Alle",[],NA,NA
"Smith, J. Ree",[],NA,NA
"Babcock, Trevor","['Gives good feedback (3)', 'Group projects (2)', 'Tough grader (2)', 'Graded by few things (1)', 'Get ready to read (1)', 'Accessible outside class (1)']",3.8,83%
"Ward, Adam","['Graded by few things (1)', 'Group projects (1)', 'Tough grader (1)', 'Clear grading criteria (1)', 'Get ready to read (1)']",3.3,NA
"McGiverin-Bohan, Kellie ","['Lots of homework (2)', 'Tough grader (1)']",1.5,NA
"Irvin, Sally",[],NA,NA
,[],NA,NA
"Kim, Tae Wo",[],NA,NA
"Weinberg, Carl","['Gives good feedback (2)', 'Participation matters (1)', 'Tough grader (1)', 'Hilarious (1)', 'EXTRA CREDIT (1)', 'Get ready to read (1)', 'So many papers (1)']",4.8,NA
"Wade, Michael","['EXTRA CREDIT (5)', 'Lecture heavy (4)', 'Clear grading criteria (4)', 'Gives good feedback (1)', 'Tough grader (1)', 'Hilarious (1)', 'Get ready to read (1)', 'Test heavy (1)', 'Respected (1)']",4.0,NA
"Pham, Du",[],3.0,NA
"Miller, Chris","['Tough grader (9)', 'Participation matters (7)', 'So many papers (3)', 'Lecture heavy (2)', 'Beware of pop quizzes (2)', 'Get ready to read (2)', 'Group projects (1)', 'Graded by few things (1)']",2.0,NA
,[],NA,NA
"Swan Tuite, James Elliot",[],NA,NA
"Poole, Miriam","['Inspirational (1)', 'Caring (1)']",3.7,NA
"Snaddon, Thomas","['Tough grader (12)', 'Hilarious (8)', 'Caring (8)', 'Get ready to read (6)', 'Lecture heavy (4)', 'Inspirational (2)', 'Group projects (2)', 'Graded by few things (1)', 'Gives good feedback (1)', 'Amazing lectures (1)', 'EXTRA CREDIT (1)', 'Test heavy (1)', 'Clear grading criteria (1)']",3.8,60%
"Crouch, Greg ","['EXTRA CREDIT (1)', 'Respected (1)']",3.5,NA
"Yu, Quiping","['Group projects (2)', 'Lecture heavy (1)', 'Participation matters (1)', 'Lots of homework (1)']",2.8,NA
,[],NA,NA
"Mcglothlin, John",['Tough grader (1)'],4.0,NA
